file,PDPGP,PDPSHAGP,SelfCGP,SelfCSHAGP
I.10.7,0.1679391156202162,0.07667807251262977,0.16267136993556724,0.14719775872968285
I.11.19,3.6412202277492383,2.1053076107949193,4.522618040691125,3.2957627445541164
I.12.1,0.015756340406741846,5.293196248386925e-07,0.022621445371999952,5.293363263084026e-07
I.12.11,9.877797413428988,6.4223692894155535,9.916586500263849,7.679488139066975
I.12.2,0.028970787057399357,0.024068976129018996,0.03588665409735547,0.02926527872147097
I.12.4,0.009315948872837291,0.005142412505776664,0.010649610388809384,0.01003316098067945
I.12.5,0.01604659687020038,5.361437749536576e-07,0.0689960742246333,5.364862830866274e-07
I.13.12,4.414545222492759,3.0156944086752726,4.730364265615235,3.8729547682073333
I.13.4,6.945975126556865,5.307877921046054,8.18217725504354,6.227694188430148
I.14.3,0.2517372450885898,0.12745140343261596,0.36248142216825113,0.16889397504509185
I.14.4,1.4196707397621264,0.49266316479790406,1.9953259923129971,1.1111169075205363
I.15.10,0.23626720231057946,0.21272363144721215,0.26425399422863793,0.25539646508661573
I.15.3t,0.11625948773219064,0.10046756872948272,0.11570419456102732,0.11327186848359068
I.15.3x,0.3224822639745287,0.20050511395911882,0.4093939682433416,0.31183928416977413
I.16.6,0.4059885081965192,0.31720527355529127,0.4313112226849664,0.3660393659190497
I.18.12,1.8580374744021229,0.6081707915929686,2.0087372998619744,0.9655839331714112
I.18.14,7.318890091245976,4.507960227130245,8.256567335079918,6.637832962773125
I.18.4,0.3649144171296785,0.24390076238531175,0.40390552957608,0.30511701070178243
I.24.6,3.802473760721418,3.1554271167372776,4.490512737199222,3.8694098267132606
I.25.13,0.0019865389456755183,6.971405684727214e-08,0.0014555828437894259,0.00601458273204047
I.26.2,0.09870877213007186,0.055810181484623377,0.08086457655001457,0.07831336787942214
I.27.6,0.11700716268152955,0.10929832879055713,0.14578107712989646,0.12006309845727406
I.29.16,1.2904165053896974,0.8846985393583902,1.29206695718103,0.9688911115430165
I.29.4,0.007582595874657854,1.0314143250052204e-07,0.011996236025286672,0.0047343181108382435
I.30.3,1.8050339607787962,1.5042778083785748,1.8743256629739775,1.601887292018071
I.30.5,0.015479308710282542,0.010958657683982182,0.023957918712882786,0.01745595819121057
I.32.17,1.70579241410109,0.9008167747705594,2.1606025077492075,1.3223304172865196
I.32.5,0.21554816057349024,0.11395665509550873,0.2735786522869905,0.2015511364473676
I.34.1,0.3771340518462934,0.20776673496339312,0.4169512227661781,0.2721097273879453
I.34.14,0.2529018257320625,0.12482579725041726,0.3080166920318741,0.25638413395075105
I.34.27,0.1333043926906521,0.09894003208133002,0.17115536970667214,0.14004437273673362
I.34.8,1.6182707363650481,0.7681380080609473,2.1758928684439307,0.7218069336384636
I.37.4,1.2035954062273961,0.6752044933001423,1.1981571025578561,0.8717585699449754
I.38.12,0.3191111201741769,0.28743554113350467,0.47631612455406475,0.34587242192424233
I.39.1,0.35883624485922944,0.20143801765621527,0.5661503891784027,0.2665965461947025
I.39.11,0.5167601455770666,0.39198195514975187,0.6980609345856159,0.43701126066617796
I.39.22,1.800643802421372,0.5275766572942683,2.1887669390963778,0.8107829111483599
I.40.1,0.4346626302665672,0.356461220269747,0.44057782629428904,0.43916424242991525
I.41.16,0.868250075396095,0.6131778563703018,1.0490122486865365,0.8643087237827112
I.43.16,1.6176229657225931,0.5451807860258181,1.911552700805847,1.0307559363274508
I.43.31,0.13613014891931338,0.09190269139830452,0.5383453254092361,0.14828228801899213
I.43.43,0.32260665344496076,0.2804545713227727,0.567747356438224,0.3886199209002059
I.44.4,8.705792308201683,6.489339550847738,9.038452409350207,7.177242457020506
I.47.23,0.2652213709663755,0.1672343301922873,0.3481348812786169,0.30652681958908656
I.48.20,4.66853154698764,1.9900821137290894,5.428674673334733,3.1612918686772287
I.50.26,1.3874322735488607,1.0758344581967916,1.4737402421074028,1.2153921706323512
I.6.2,0.020395664144723703,0.018122595628487885,0.021535618569550066,0.01805024131741274
I.6.2a,0.010177873028938956,0.005646192150425656,0.013637941290806364,0.008148100674809292
I.6.2b,0.03447479935217571,0.028796739048395543,0.03665941324504861,0.034177624071990854
I.8.14,0.8738042235486816,0.6796111000800471,0.8785013249828053,0.8136852855926742
I.9.18,0.06793752220940327,0.0619073076626057,0.08204368472800465,0.08051923030635502
II.10.9,0.058028851411442324,0.04520040111274836,0.08128290719772475,0.07093710698448767
II.11.20,2.07795118383743,1.2186057468311058,2.7623936363511477,1.7481942547191858
II.11.27,0.10561492074680894,0.05772897083032661,0.12419210199047463,0.08758307234929222
II.11.28,0.061957780029110995,0.024322985191964772,0.06803532190809784,0.034444422761470694
II.11.3,0.051712428367784315,0.039781354849567706,0.06734529886967737,0.053149203074867826
