WindSpeed_t+1,WindSpeed_t+2,WindSpeed_t+3,WindSpeed_t+4,WindSpeed_t+5,WindSpeed_t+6,WindSpeed_t+7,WindSpeed_t+8,WindSpeed_t+9,WindSpeed_t+10,WindSpeed_t+11,WindSpeed_t+12
1.8285714,0.5142857,1.3357143,1.8266666,1.7333333,1.6000001,2.0714285,1.2428571,2.7499998,3.085714,2.7599998,1.8133334
0.5142857,1.3357143,1.8266666,1.7333333,1.6000001,2.0714285,1.2428571,2.7499998,3.085714,2.7599998,1.8133334,2.9357142
1.3357143,1.8266666,1.7333333,1.6000001,2.0714285,1.2428571,2.7499998,3.085714,2.7599998,1.8133334,2.9357142,3.2928574
1.8266666,1.7333333,1.6000001,2.0714285,1.2428571,2.7499998,3.085714,2.7599998,1.8133334,2.9357142,3.2928574,3.564286
1.7333333,1.6000001,2.0714285,1.2428571,2.7499998,3.085714,2.7599998,1.8133334,2.9357142,3.2928574,3.564286,4.1928573
1.6000001,2.0714285,1.2428571,2.7499998,3.085714,2.7599998,1.8133334,2.9357142,3.2928574,3.564286,4.1928573,4.4928575
2.0714285,1.2428571,2.7499998,3.085714,2.7599998,1.8133334,2.9357142,3.2928574,3.564286,4.1928573,4.4928575,4.193333
1.2428571,2.7499998,3.085714,2.7599998,1.8133334,2.9357142,3.2928574,3.564286,4.1928573,4.4928575,4.193333,3.2333333
2.7499998,3.085714,2.7599998,1.8133334,2.9357142,3.2928574,3.564286,4.1928573,4.4928575,4.193333,3.2333333,2.135714
3.085714,2.7599998,1.8133334,2.9357142,3.2928574,3.564286,4.1928573,4.4928575,4.193333,3.2333333,2.135714,2.3214285
2.7599998,1.8133334,2.9357142,3.2928574,3.564286,4.1928573,4.4928575,4.193333,3.2333333,2.135714,2.3214285,1.05
1.8133334,2.9357142,3.2928574,3.564286,4.1928573,4.4928575,4.193333,3.2333333,2.135714,2.3214285,1.05,1.9142857
2.9357142,3.2928574,3.564286,4.1928573,4.4928575,4.193333,3.2333333,2.135714,2.3214285,1.05,1.9142857,1.8466667
3.2928574,3.564286,4.1928573,4.4928575,4.193333,3.2333333,2.135714,2.3214285,1.05,1.9142857,1.8466667,2.72
3.564286,4.1928573,4.4928575,4.193333,3.2333333,2.135714,2.3214285,1.05,1.9142857,1.8466667,2.72,1.1071428
4.1928573,4.4928575,4.193333,3.2333333,2.135714,2.3214285,1.05,1.9142857,1.8466667,2.72,1.1071428,2.4785712
4.4928575,4.193333,3.2333333,2.135714,2.3214285,1.05,1.9142857,1.8466667,2.72,1.1071428,2.4785712,1.3642857
4.193333,3.2333333,2.135714,2.3214285,1.05,1.9142857,1.8466667,2.72,1.1071428,2.4785712,1.3642857,0.96428573
3.2333333,2.135714,2.3214285,1.05,1.9142857,1.8466667,2.72,1.1071428,2.4785712,1.3642857,0.96428573,0.6428572
2.135714,2.3214285,1.05,1.9142857,1.8466667,2.72,1.1071428,2.4785712,1.3642857,0.96428573,0.6428572,0.75999993
2.3214285,1.05,1.9142857,1.8466667,2.72,1.1071428,2.4785712,1.3642857,0.96428573,0.6428572,0.75999993,0.8000001
1.05,1.9142857,1.8466667,2.72,1.1071428,2.4785712,1.3642857,0.96428573,0.6428572,0.75999993,0.8000001,0.9928571
1.9142857,1.8466667,2.72,1.1071428,2.4785712,1.3642857,0.96428573,0.6428572,0.75999993,0.8000001,0.9928571,1.2928572
1.8466667,2.72,1.1071428,2.4785712,1.3642857,0.96428573,0.6428572,0.75999993,0.8000001,0.9928571,1.2928572,1.4285715
2.72,1.1071428,2.4785712,1.3642857,0.96428573,0.6428572,0.75999993,0.8000001,0.9928571,1.2928572,1.4285715,1.5
1.1071428,2.4785712,1.3642857,0.96428573,0.6428572,0.75999993,0.8000001,0.9928571,1.2928572,1.4285715,1.5,1.557143
2.4785712,1.3642857,0.96428573,0.6428572,0.75999993,0.8000001,0.9928571,1.2928572,1.4285715,1.5,1.557143,1.3933333
1.3642857,0.96428573,0.6428572,0.75999993,0.8000001,0.9928571,1.2928572,1.4285715,1.5,1.557143,1.3933333,1.3933333
0.96428573,0.6428572,0.75999993,0.8000001,0.9928571,1.2928572,1.4285715,1.5,1.557143,1.3933333,1.3933333,1.1785715
0.6428572,0.75999993,0.8000001,0.9928571,1.2928572,1.4285715,1.5,1.557143,1.3933333,1.3933333,1.1785715,1.2642857
0.75999993,0.8000001,0.9928571,1.2928572,1.4285715,1.5,1.557143,1.3933333,1.3933333,1.1785715,1.2642857,1.8428572
0.8000001,0.9928571,1.2928572,1.4285715,1.5,1.557143,1.3933333,1.3933333,1.1785715,1.2642857,1.8428572,2.4857142
0.9928571,1.2928572,1.4285715,1.5,1.557143,1.3933333,1.3933333,1.1785715,1.2642857,1.8428572,2.4857142,1.6500002
1.2928572,1.4285715,1.5,1.557143,1.3933333,1.3933333,1.1785715,1.2642857,1.8428572,2.4857142,1.6500002,1.9866666
1.4285715,1.5,1.557143,1.3933333,1.3933333,1.1785715,1.2642857,1.8428572,2.4857142,1.6500002,1.9866666,2.6533334
1.5,1.557143,1.3933333,1.3933333,1.1785715,1.2642857,1.8428572,2.4857142,1.6500002,1.9866666,2.6533334,1.592857
1.557143,1.3933333,1.3933333,1.1785715,1.2642857,1.8428572,2.4857142,1.6500002,1.9866666,2.6533334,1.592857,1.65
1.3933333,1.3933333,1.1785715,1.2642857,1.8428572,2.4857142,1.6500002,1.9866666,2.6533334,1.592857,1.65,1.5857141
1.3933333,1.1785715,1.2642857,1.8428572,2.4857142,1.6500002,1.9866666,2.6533334,1.592857,1.65,1.5857141,1.7214286
1.1785715,1.2642857,1.8428572,2.4857142,1.6500002,1.9866666,2.6533334,1.592857,1.65,1.5857141,1.7214286,2.1785715
1.2642857,1.8428572,2.4857142,1.6500002,1.9866666,2.6533334,1.592857,1.65,1.5857141,1.7214286,2.1785715,1.58
1.8428572,2.4857142,1.6500002,1.9866666,2.6533334,1.592857,1.65,1.5857141,1.7214286,2.1785715,1.58,3.12
2.4857142,1.6500002,1.9866666,2.6533334,1.592857,1.65,1.5857141,1.7214286,2.1785715,1.58,3.12,2.0928571
1.6500002,1.9866666,2.6533334,1.592857,1.65,1.5857141,1.7214286,2.1785715,1.58,3.12,2.0928571,2.807143
1.9866666,2.6533334,1.592857,1.65,1.5857141,1.7214286,2.1785715,1.58,3.12,2.0928571,2.807143,2.5714288
2.6533334,1.592857,1.65,1.5857141,1.7214286,2.1785715,1.58,3.12,2.0928571,2.807143,2.5714288,1.7357141
1.592857,1.65,1.5857141,1.7214286,2.1785715,1.58,3.12,2.0928571,2.807143,2.5714288,1.7357141,2.15
1.65,1.5857141,1.7214286,2.1785715,1.58,3.12,2.0928571,2.807143,2.5714288,1.7357141,2.15,2.9533334
1.5857141,1.7214286,2.1785715,1.58,3.12,2.0928571,2.807143,2.5714288,1.7357141,2.15,2.9533334,1.5933334
1.7214286,2.1785715,1.58,3.12,2.0928571,2.807143,2.5714288,1.7357141,2.15,2.9533334,1.5933334,1.7500001
2.1785715,1.58,3.12,2.0928571,2.807143,2.5714288,1.7357141,2.15,2.9533334,1.5933334,1.7500001,3.2999997
1.58,3.12,2.0928571,2.807143,2.5714288,1.7357141,2.15,2.9533334,1.5933334,1.7500001,3.2999997,2.85
3.12,2.0928571,2.807143,2.5714288,1.7357141,2.15,2.9533334,1.5933334,1.7500001,3.2999997,2.85,3.357143
2.0928571,2.807143,2.5714288,1.7357141,2.15,2.9533334,1.5933334,1.7500001,3.2999997,2.85,3.357143,2.4357145
2.807143,2.5714288,1.7357141,2.15,2.9533334,1.5933334,1.7500001,3.2999997,2.85,3.357143,2.4357145,2.3666666
2.5714288,1.7357141,2.15,2.9533334,1.5933334,1.7500001,3.2999997,2.85,3.357143,2.4357145,2.3666666,3.006667
1.7357141,2.15,2.9533334,1.5933334,1.7500001,3.2999997,2.85,3.357143,2.4357145,2.3666666,3.006667,2.0214286
2.15,2.9533334,1.5933334,1.7500001,3.2999997,2.85,3.357143,2.4357145,2.3666666,3.006667,2.0214286,2.5
2.9533334,1.5933334,1.7500001,3.2999997,2.85,3.357143,2.4357145,2.3666666,3.006667,2.0214286,2.5,2.7285717
1.5933334,1.7500001,3.2999997,2.85,3.357143,2.4357145,2.3666666,3.006667,2.0214286,2.5,2.7285717,2.3214288
1.7500001,3.2999997,2.85,3.357143,2.4357145,2.3666666,3.006667,2.0214286,2.5,2.7285717,2.3214288,3.15
3.2999997,2.85,3.357143,2.4357145,2.3666666,3.006667,2.0214286,2.5,2.7285717,2.3214288,3.15,2.24
2.85,3.357143,2.4357145,2.3666666,3.006667,2.0214286,2.5,2.7285717,2.3214288,3.15,2.24,2.0333333
3.357143,2.4357145,2.3666666,3.006667,2.0214286,2.5,2.7285717,2.3214288,3.15,2.24,2.0333333,2.2000003
2.4357145,2.3666666,3.006667,2.0214286,2.5,2.7285717,2.3214288,3.15,2.24,2.0333333,2.2000003,2.05
2.3666666,3.006667,2.0214286,2.5,2.7285717,2.3214288,3.15,2.24,2.0333333,2.2000003,2.05,1.5642856
3.006667,2.0214286,2.5,2.7285717,2.3214288,3.15,2.24,2.0333333,2.2000003,2.05,1.5642856,2.9642854
2.0214286,2.5,2.7285717,2.3214288,3.15,2.24,2.0333333,2.2000003,2.05,1.5642856,2.9642854,1.9499998
2.5,2.7285717,2.3214288,3.15,2.24,2.0333333,2.2000003,2.05,1.5642856,2.9642854,1.9499998,2.9533334
2.7285717,2.3214288,3.15,2.24,2.0333333,2.2000003,2.05,1.5642856,2.9642854,1.9499998,2.9533334,2.6214283
2.3214288,3.15,2.24,2.0333333,2.2000003,2.05,1.5642856,2.9642854,1.9499998,2.9533334,2.6214283,2.3285713
3.15,2.24,2.0333333,2.2000003,2.05,1.5642856,2.9642854,1.9499998,2.9533334,2.6214283,2.3285713,1.3357142
2.24,2.0333333,2.2000003,2.05,1.5642856,2.9642854,1.9499998,2.9533334,2.6214283,2.3285713,1.3357142,2.0214286
2.0333333,2.2000003,2.05,1.5642856,2.9642854,1.9499998,2.9533334,2.6214283,2.3285713,1.3357142,2.0214286,1.65
2.2000003,2.05,1.5642856,2.9642854,1.9499998,2.9533334,2.6214283,2.3285713,1.3357142,2.0214286,1.65,2.2733335
2.05,1.5642856,2.9642854,1.9499998,2.9533334,2.6214283,2.3285713,1.3357142,2.0214286,1.65,2.2733335,1.4733332
1.5642856,2.9642854,1.9499998,2.9533334,2.6214283,2.3285713,1.3357142,2.0214286,1.65,2.2733335,1.4733332,1.2571429
2.9642854,1.9499998,2.9533334,2.6214283,2.3285713,1.3357142,2.0214286,1.65,2.2733335,1.4733332,1.2571429,0.7714286
1.9499998,2.9533334,2.6214283,2.3285713,1.3357142,2.0214286,1.65,2.2733335,1.4733332,1.2571429,0.7714286,1.2142857
2.9533334,2.6214283,2.3285713,1.3357142,2.0214286,1.65,2.2733335,1.4733332,1.2571429,0.7714286,1.2142857,0.42142853
2.6214283,2.3285713,1.3357142,2.0214286,1.65,2.2733335,1.4733332,1.2571429,0.7714286,1.2142857,0.42142853,0.74285716
2.3285713,1.3357142,2.0214286,1.65,2.2733335,1.4733332,1.2571429,0.7714286,1.2142857,0.42142853,0.74285716,1.6866667
1.3357142,2.0214286,1.65,2.2733335,1.4733332,1.2571429,0.7714286,1.2142857,0.42142853,0.74285716,1.6866667,0.88
2.0214286,1.65,2.2733335,1.4733332,1.2571429,0.7714286,1.2142857,0.42142853,0.74285716,1.6866667,0.88,1.0785713
1.65,2.2733335,1.4733332,1.2571429,0.7714286,1.2142857,0.42142853,0.74285716,1.6866667,0.88,1.0785713,1.557143
2.2733335,1.4733332,1.2571429,0.7714286,1.2142857,0.42142853,0.74285716,1.6866667,0.88,1.0785713,1.557143,2.2571428
1.4733332,1.2571429,0.7714286,1.2142857,0.42142853,0.74285716,1.6866667,0.88,1.0785713,1.557143,2.2571428,2.0999997
1.2571429,0.7714286,1.2142857,0.42142853,0.74285716,1.6866667,0.88,1.0785713,1.557143,2.2571428,2.0999997,1.8642857
0.7714286,1.2142857,0.42142853,0.74285716,1.6866667,0.88,1.0785713,1.557143,2.2571428,2.0999997,1.8642857,2.6399999
1.2142857,0.42142853,0.74285716,1.6866667,0.88,1.0785713,1.557143,2.2571428,2.0999997,1.8642857,2.6399999,2.3666663
0.42142853,0.74285716,1.6866667,0.88,1.0785713,1.557143,2.2571428,2.0999997,1.8642857,2.6399999,2.3666663,3.0214286
0.74285716,1.6866667,0.88,1.0785713,1.557143,2.2571428,2.0999997,1.8642857,2.6399999,2.3666663,3.0214286,3.1000001
1.6866667,0.88,1.0785713,1.557143,2.2571428,2.0999997,1.8642857,2.6399999,2.3666663,3.0214286,3.1000001,1.9357141
0.88,1.0785713,1.557143,2.2571428,2.0999997,1.8642857,2.6399999,2.3666663,3.0214286,3.1000001,1.9357141,2.5714288
1.0785713,1.557143,2.2571428,2.0999997,1.8642857,2.6399999,2.3666663,3.0214286,3.1000001,1.9357141,2.5714288,3.3500001
1.557143,2.2571428,2.0999997,1.8642857,2.6399999,2.3666663,3.0214286,3.1000001,1.9357141,2.5714288,3.3500001,3.833333
2.2571428,2.0999997,1.8642857,2.6399999,2.3666663,3.0214286,3.1000001,1.9357141,2.5714288,3.3500001,3.833333,3.3533335
2.0999997,1.8642857,2.6399999,2.3666663,3.0214286,3.1000001,1.9357141,2.5714288,3.3500001,3.833333,3.3533335,3.7785714
1.8642857,2.6399999,2.3666663,3.0214286,3.1000001,1.9357141,2.5714288,3.3500001,3.833333,3.3533335,3.7785714,4.107143
2.6399999,2.3666663,3.0214286,3.1000001,1.9357141,2.5714288,3.3500001,3.833333,3.3533335,3.7785714,4.107143,4.1214285
2.3666663,3.0214286,3.1000001,1.9357141,2.5714288,3.3500001,3.833333,3.3533335,3.7785714,4.107143,4.1214285,4.4642854
3.0214286,3.1000001,1.9357141,2.5714288,3.3500001,3.833333,3.3533335,3.7785714,4.107143,4.1214285,4.4642854,4.7285714
3.1000001,1.9357141,2.5714288,3.3500001,3.833333,3.3533335,3.7785714,4.107143,4.1214285,4.4642854,4.7285714,3.5466664
1.9357141,2.5714288,3.3500001,3.833333,3.3533335,3.7785714,4.107143,4.1214285,4.4642854,4.7285714,3.5466664,4.0400004
2.5714288,3.3500001,3.833333,3.3533335,3.7785714,4.107143,4.1214285,4.4642854,4.7285714,3.5466664,4.0400004,3.4285715
3.3500001,3.833333,3.3533335,3.7785714,4.107143,4.1214285,4.4642854,4.7285714,3.5466664,4.0400004,3.4285715,3.4785714
3.833333,3.3533335,3.7785714,4.107143,4.1214285,4.4642854,4.7285714,3.5466664,4.0400004,3.4285715,3.4785714,3.7357142
3.3533335,3.7785714,4.107143,4.1214285,4.4642854,4.7285714,3.5466664,4.0400004,3.4285715,3.4785714,3.7357142,3.8357143
3.7785714,4.107143,4.1214285,4.4642854,4.7285714,3.5466664,4.0400004,3.4285715,3.4785714,3.7357142,3.8357143,1.05
4.107143,4.1214285,4.4642854,4.7285714,3.5466664,4.0400004,3.4285715,3.4785714,3.7357142,3.8357143,1.05,1.6533333
4.1214285,4.4642854,4.7285714,3.5466664,4.0400004,3.4285715,3.4785714,3.7357142,3.8357143,1.05,1.6533333,2.9133334
4.4642854,4.7285714,3.5466664,4.0400004,3.4285715,3.4785714,3.7357142,3.8357143,1.05,1.6533333,2.9133334,2.292857
4.7285714,3.5466664,4.0400004,3.4285715,3.4785714,3.7357142,3.8357143,1.05,1.6533333,2.9133334,2.292857,1.0857142
3.5466664,4.0400004,3.4285715,3.4785714,3.7357142,3.8357143,1.05,1.6533333,2.9133334,2.292857,1.0857142,1.3571428
4.0400004,3.4285715,3.4785714,3.7357142,3.8357143,1.05,1.6533333,2.9133334,2.292857,1.0857142,1.3571428,3.0214286
3.4285715,3.4785714,3.7357142,3.8357143,1.05,1.6533333,2.9133334,2.292857,1.0857142,1.3571428,3.0214286,2.7285712
3.4785714,3.7357142,3.8357143,1.05,1.6533333,2.9133334,2.292857,1.0857142,1.3571428,3.0214286,2.7285712,2.1066668
3.7357142,3.8357143,1.05,1.6533333,2.9133334,2.292857,1.0857142,1.3571428,3.0214286,2.7285712,2.1066668,1.8999999
3.8357143,1.05,1.6533333,2.9133334,2.292857,1.0857142,1.3571428,3.0214286,2.7285712,2.1066668,1.8999999,2.15
1.05,1.6533333,2.9133334,2.292857,1.0857142,1.3571428,3.0214286,2.7285712,2.1066668,1.8999999,2.15,2.364286
1.6533333,2.9133334,2.292857,1.0857142,1.3571428,3.0214286,2.7285712,2.1066668,1.8999999,2.15,2.364286,1.0357143
2.9133334,2.292857,1.0857142,1.3571428,3.0214286,2.7285712,2.1066668,1.8999999,2.15,2.364286,1.0357143,1.0714285
2.292857,1.0857142,1.3571428,3.0214286,2.7285712,2.1066668,1.8999999,2.15,2.364286,1.0357143,1.0714285,1.042857
1.0857142,1.3571428,3.0214286,2.7285712,2.1066668,1.8999999,2.15,2.364286,1.0357143,1.0714285,1.042857,2.0
1.3571428,3.0214286,2.7285712,2.1066668,1.8999999,2.15,2.364286,1.0357143,1.0714285,1.042857,2.0,2.664286
3.0214286,2.7285712,2.1066668,1.8999999,2.15,2.364286,1.0357143,1.0714285,1.042857,2.0,2.664286,4.207143
2.7285712,2.1066668,1.8999999,2.15,2.364286,1.0357143,1.0714285,1.042857,2.0,2.664286,4.207143,1.7285712
2.1066668,1.8999999,2.15,2.364286,1.0357143,1.0714285,1.042857,2.0,2.664286,4.207143,1.7285712,1.0714285
1.8999999,2.15,2.364286,1.0357143,1.0714285,1.042857,2.0,2.664286,4.207143,1.7285712,1.0714285,1.2142856
2.15,2.364286,1.0357143,1.0714285,1.042857,2.0,2.664286,4.207143,1.7285712,1.0714285,1.2142856,1.9599998
2.364286,1.0357143,1.0714285,1.042857,2.0,2.664286,4.207143,1.7285712,1.0714285,1.2142856,1.9599998,1.0266668
1.0357143,1.0714285,1.042857,2.0,2.664286,4.207143,1.7285712,1.0714285,1.2142856,1.9599998,1.0266668,1.3642856
1.0714285,1.042857,2.0,2.664286,4.207143,1.7285712,1.0714285,1.2142856,1.9599998,1.0266668,1.3642856,1.6857144
1.042857,2.0,2.664286,4.207143,1.7285712,1.0714285,1.2142856,1.9599998,1.0266668,1.3642856,1.6857144,1.5214285
2.0,2.664286,4.207143,1.7285712,1.0714285,1.2142856,1.9599998,1.0266668,1.3642856,1.6857144,1.5214285,1.492857
2.664286,4.207143,1.7285712,1.0714285,1.2142856,1.9599998,1.0266668,1.3642856,1.6857144,1.5214285,1.492857,1.3928572
4.207143,1.7285712,1.0714285,1.2142856,1.9599998,1.0266668,1.3642856,1.6857144,1.5214285,1.492857,1.3928572,1.6066667
1.7285712,1.0714285,1.2142856,1.9599998,1.0266668,1.3642856,1.6857144,1.5214285,1.492857,1.3928572,1.6066667,1.6
1.0714285,1.2142856,1.9599998,1.0266668,1.3642856,1.6857144,1.5214285,1.492857,1.3928572,1.6066667,1.6,1.4285716
1.2142856,1.9599998,1.0266668,1.3642856,1.6857144,1.5214285,1.492857,1.3928572,1.6066667,1.6,1.4285716,1.6857141
1.9599998,1.0266668,1.3642856,1.6857144,1.5214285,1.492857,1.3928572,1.6066667,1.6,1.4285716,1.6857141,1.992857
1.0266668,1.3642856,1.6857144,1.5214285,1.492857,1.3928572,1.6066667,1.6,1.4285716,1.6857141,1.992857,1.8357142
1.3642856,1.6857144,1.5214285,1.492857,1.3928572,1.6066667,1.6,1.4285716,1.6857141,1.992857,1.8357142,2.1499999
1.6857144,1.5214285,1.492857,1.3928572,1.6066667,1.6,1.4285716,1.6857141,1.992857,1.8357142,2.1499999,2.2933335
1.5214285,1.492857,1.3928572,1.6066667,1.6,1.4285716,1.6857141,1.992857,1.8357142,2.1499999,2.2933335,2.5200002
1.492857,1.3928572,1.6066667,1.6,1.4285716,1.6857141,1.992857,1.8357142,2.1499999,2.2933335,2.5200002,2.2500002
1.3928572,1.6066667,1.6,1.4285716,1.6857141,1.992857,1.8357142,2.1499999,2.2933335,2.5200002,2.2500002,2.7428567
1.6066667,1.6,1.4285716,1.6857141,1.992857,1.8357142,2.1499999,2.2933335,2.5200002,2.2500002,2.7428567,2.4714284
1.6,1.4285716,1.6857141,1.992857,1.8357142,2.1499999,2.2933335,2.5200002,2.2500002,2.7428567,2.4714284,3.1000001
1.4285716,1.6857141,1.992857,1.8357142,2.1499999,2.2933335,2.5200002,2.2500002,2.7428567,2.4714284,3.1000001,2.6642857
1.6857141,1.992857,1.8357142,2.1499999,2.2933335,2.5200002,2.2500002,2.7428567,2.4714284,3.1000001,2.6642857,3.1
1.992857,1.8357142,2.1499999,2.2933335,2.5200002,2.2500002,2.7428567,2.4714284,3.1000001,2.6642857,3.1,3.7199998
1.8357142,2.1499999,2.2933335,2.5200002,2.2500002,2.7428567,2.4714284,3.1000001,2.6642857,3.1,3.7199998,4.2428575
2.1499999,2.2933335,2.5200002,2.2500002,2.7428567,2.4714284,3.1000001,2.6642857,3.1,3.7199998,4.2428575,2.964286
2.2933335,2.5200002,2.2500002,2.7428567,2.4714284,3.1000001,2.6642857,3.1,3.7199998,4.2428575,2.964286,3.2428572
2.5200002,2.2500002,2.7428567,2.4714284,3.1000001,2.6642857,3.1,3.7199998,4.2428575,2.964286,3.2428572,4.078572
2.2500002,2.7428567,2.4714284,3.1000001,2.6642857,3.1,3.7199998,4.2428575,2.964286,3.2428572,4.078572,3.9000003
2.7428567,2.4714284,3.1000001,2.6642857,3.1,3.7199998,4.2428575,2.964286,3.2428572,4.078572,3.9000003,4.2799997
2.4714284,3.1000001,2.6642857,3.1,3.7199998,4.2428575,2.964286,3.2428572,4.078572,3.9000003,4.2799997,3.6599998
3.1000001,2.6642857,3.1,3.7199998,4.2428575,2.964286,3.2428572,4.078572,3.9000003,4.2799997,3.6599998,3.0857146
2.6642857,3.1,3.7199998,4.2428575,2.964286,3.2428572,4.078572,3.9000003,4.2799997,3.6599998,3.0857146,3.692857
3.1,3.7199998,4.2428575,2.964286,3.2428572,4.078572,3.9000003,4.2799997,3.6599998,3.0857146,3.692857,5.2071424
3.7199998,4.2428575,2.964286,3.2428572,4.078572,3.9000003,4.2799997,3.6599998,3.0857146,3.692857,5.2071424,4.6071424
4.2428575,2.964286,3.2428572,4.078572,3.9000003,4.2799997,3.6599998,3.0857146,3.692857,5.2071424,4.6071424,4.9928565
2.964286,3.2428572,4.078572,3.9000003,4.2799997,3.6599998,3.0857146,3.692857,5.2071424,4.6071424,4.9928565,4.4
3.2428572,4.078572,3.9000003,4.2799997,3.6599998,3.0857146,3.692857,5.2071424,4.6071424,4.9928565,4.4,4.2533336
4.078572,3.9000003,4.2799997,3.6599998,3.0857146,3.692857,5.2071424,4.6071424,4.9928565,4.4,4.2533336,3.6214287
3.9000003,4.2799997,3.6599998,3.0857146,3.692857,5.2071424,4.6071424,4.9928565,4.4,4.2533336,3.6214287,3.3285716
4.2799997,3.6599998,3.0857146,3.692857,5.2071424,4.6071424,4.9928565,4.4,4.2533336,3.6214287,3.3285716,4.7857146
3.6599998,3.0857146,3.692857,5.2071424,4.6071424,4.9928565,4.4,4.2533336,3.6214287,3.3285716,4.7857146,4.2071424
3.0857146,3.692857,5.2071424,4.6071424,4.9928565,4.4,4.2533336,3.6214287,3.3285716,4.7857146,4.2071424,1.8785716
3.692857,5.2071424,4.6071424,4.9928565,4.4,4.2533336,3.6214287,3.3285716,4.7857146,4.2071424,1.8785716,4.4000006
