WindSpeed_t+1,WindSpeed_t+2,WindSpeed_t+3,WindSpeed_t+4,WindSpeed_t+5,WindSpeed_t+6,WindSpeed_t+7,WindSpeed_t+8,WindSpeed_t+9,WindSpeed_t+10,WindSpeed_t+11,WindSpeed_t+12
1.242857,0.42142853,0.4214286,2.1599998,0.9066667,2.292857,0.9857143,1.8642856,1.9785715,1.9785715,1.9333333,0.7533333
0.42142853,0.4214286,2.1599998,0.9066667,2.292857,0.9857143,1.8642856,1.9785715,1.9785715,1.9333333,0.7533333,2.2642856
0.4214286,2.1599998,0.9066667,2.292857,0.9857143,1.8642856,1.9785715,1.9785715,1.9333333,0.7533333,2.2642856,1.807143
2.1599998,0.9066667,2.292857,0.9857143,1.8642856,1.9785715,1.9785715,1.9333333,0.7533333,2.2642856,1.807143,1.942857
0.9066667,2.292857,0.9857143,1.8642856,1.9785715,1.9785715,1.9333333,0.7533333,2.2642856,1.807143,1.942857,2.7357142
2.292857,0.9857143,1.8642856,1.9785715,1.9785715,1.9333333,0.7533333,2.2642856,1.807143,1.942857,2.7357142,2.892857
0.9857143,1.8642856,1.9785715,1.9785715,1.9333333,0.7533333,2.2642856,1.807143,1.942857,2.7357142,2.892857,4.946667
1.8642856,1.9785715,1.9785715,1.9333333,0.7533333,2.2642856,1.807143,1.942857,2.7357142,2.892857,4.946667,4.293333
1.9785715,1.9785715,1.9333333,0.7533333,2.2642856,1.807143,1.942857,2.7357142,2.892857,4.946667,4.293333,2.164286
1.9785715,1.9333333,0.7533333,2.2642856,1.807143,1.942857,2.7357142,2.892857,4.946667,4.293333,2.164286,2.35
1.9333333,0.7533333,2.2642856,1.807143,1.942857,2.7357142,2.892857,4.946667,4.293333,2.164286,2.35,2.5142858
0.7533333,2.2642856,1.807143,1.942857,2.7357142,2.892857,4.946667,4.293333,2.164286,2.35,2.5142858,1.5785714
2.2642856,1.807143,1.942857,2.7357142,2.892857,4.946667,4.293333,2.164286,2.35,2.5142858,1.5785714,2.0857143
1.807143,1.942857,2.7357142,2.892857,4.946667,4.293333,2.164286,2.35,2.5142858,1.5785714,2.0857143,1.4333335
1.942857,2.7357142,2.892857,4.946667,4.293333,2.164286,2.35,2.5142858,1.5785714,2.0857143,1.4333335,2.4266665
2.7357142,2.892857,4.946667,4.293333,2.164286,2.35,2.5142858,1.5785714,2.0857143,1.4333335,2.4266665,3.6214287
2.892857,4.946667,4.293333,2.164286,2.35,2.5142858,1.5785714,2.0857143,1.4333335,2.4266665,3.6214287,2.0928571
4.946667,4.293333,2.164286,2.35,2.5142858,1.5785714,2.0857143,1.4333335,2.4266665,3.6214287,2.0928571,3.1857145
4.293333,2.164286,2.35,2.5142858,1.5785714,2.0857143,1.4333335,2.4266665,3.6214287,2.0928571,3.1857145,5.292857
2.164286,2.35,2.5142858,1.5785714,2.0857143,1.4333335,2.4266665,3.6214287,2.0928571,3.1857145,5.292857,4.8
2.35,2.5142858,1.5785714,2.0857143,1.4333335,2.4266665,3.6214287,2.0928571,3.1857145,5.292857,4.8,4.8533335
2.5142858,1.5785714,2.0857143,1.4333335,2.4266665,3.6214287,2.0928571,3.1857145,5.292857,4.8,4.8533335,2.5466666
1.5785714,2.0857143,1.4333335,2.4266665,3.6214287,2.0928571,3.1857145,5.292857,4.8,4.8533335,2.5466666,2.9714284
2.0857143,1.4333335,2.4266665,3.6214287,2.0928571,3.1857145,5.292857,4.8,4.8533335,2.5466666,2.9714284,3.5285716
1.4333335,2.4266665,3.6214287,2.0928571,3.1857145,5.292857,4.8,4.8533335,2.5466666,2.9714284,3.5285716,1.6714284
2.4266665,3.6214287,2.0928571,3.1857145,5.292857,4.8,4.8533335,2.5466666,2.9714284,3.5285716,1.6714284,0.9499999
3.6214287,2.0928571,3.1857145,5.292857,4.8,4.8533335,2.5466666,2.9714284,3.5285716,1.6714284,0.9499999,0.33571428
2.0928571,3.1857145,5.292857,4.8,4.8533335,2.5466666,2.9714284,3.5285716,1.6714284,0.9499999,0.33571428,2.7599998
3.1857145,5.292857,4.8,4.8533335,2.5466666,2.9714284,3.5285716,1.6714284,0.9499999,0.33571428,2.7599998,3.4866667
5.292857,4.8,4.8533335,2.5466666,2.9714284,3.5285716,1.6714284,0.9499999,0.33571428,2.7599998,3.4866667,1.5785714
4.8,4.8533335,2.5466666,2.9714284,3.5285716,1.6714284,0.9499999,0.33571428,2.7599998,3.4866667,1.5785714,1.0285712
4.8533335,2.5466666,2.9714284,3.5285716,1.6714284,0.9499999,0.33571428,2.7599998,3.4866667,1.5785714,1.0285712,0.71428573
2.5466666,2.9714284,3.5285716,1.6714284,0.9499999,0.33571428,2.7599998,3.4866667,1.5785714,1.0285712,0.71428573,0.5428571
2.9714284,3.5285716,1.6714284,0.9499999,0.33571428,2.7599998,3.4866667,1.5785714,1.0285712,0.71428573,0.5428571,2.4357145
3.5285716,1.6714284,0.9499999,0.33571428,2.7599998,3.4866667,1.5785714,1.0285712,0.71428573,0.5428571,2.4357145,2.0933335
1.6714284,0.9499999,0.33571428,2.7599998,3.4866667,1.5785714,1.0285712,0.71428573,0.5428571,2.4357145,2.0933335,0.32857147
0.9499999,0.33571428,2.7599998,3.4866667,1.5785714,1.0285712,0.71428573,0.5428571,2.4357145,2.0933335,0.32857147,2.8999999
0.33571428,2.7599998,3.4866667,1.5785714,1.0285712,0.71428573,0.5428571,2.4357145,2.0933335,0.32857147,2.8999999,2.192857
2.7599998,3.4866667,1.5785714,1.0285712,0.71428573,0.5428571,2.4357145,2.0933335,0.32857147,2.8999999,2.192857,1.5071429
3.4866667,1.5785714,1.0285712,0.71428573,0.5428571,2.4357145,2.0933335,0.32857147,2.8999999,2.192857,1.5071429,0.9999999
1.5785714,1.0285712,0.71428573,0.5428571,2.4357145,2.0933335,0.32857147,2.8999999,2.192857,1.5071429,0.9999999,1.16
1.0285712,0.71428573,0.5428571,2.4357145,2.0933335,0.32857147,2.8999999,2.192857,1.5071429,0.9999999,1.16,1.36
0.71428573,0.5428571,2.4357145,2.0933335,0.32857147,2.8999999,2.192857,1.5071429,0.9999999,1.16,1.36,0.7571429
0.5428571,2.4357145,2.0933335,0.32857147,2.8999999,2.192857,1.5071429,0.9999999,1.16,1.36,0.7571429,1.3285713
2.4357145,2.0933335,0.32857147,2.8999999,2.192857,1.5071429,0.9999999,1.16,1.36,0.7571429,1.3285713,1.5428572
2.0933335,0.32857147,2.8999999,2.192857,1.5071429,0.9999999,1.16,1.36,0.7571429,1.3285713,1.5428572,4.4142857
0.32857147,2.8999999,2.192857,1.5071429,0.9999999,1.16,1.36,0.7571429,1.3285713,1.5428572,4.4142857,1.7285715
2.8999999,2.192857,1.5071429,0.9999999,1.16,1.36,0.7571429,1.3285713,1.5428572,4.4142857,1.7285715,1.34
2.192857,1.5071429,0.9999999,1.16,1.36,0.7571429,1.3285713,1.5428572,4.4142857,1.7285715,1.34,2.0666668
1.5071429,0.9999999,1.16,1.36,0.7571429,1.3285713,1.5428572,4.4142857,1.7285715,1.34,2.0666668,1.6714287
0.9999999,1.16,1.36,0.7571429,1.3285713,1.5428572,4.4142857,1.7285715,1.34,2.0666668,1.6714287,2.2928574
1.16,1.36,0.7571429,1.3285713,1.5428572,4.4142857,1.7285715,1.34,2.0666668,1.6714287,2.2928574,0.92857134
1.36,0.7571429,1.3285713,1.5428572,4.4142857,1.7285715,1.34,2.0666668,1.6714287,2.2928574,0.92857134,0.47142863
0.7571429,1.3285713,1.5428572,4.4142857,1.7285715,1.34,2.0666668,1.6714287,2.2928574,0.92857134,0.47142863,1.1428571
1.3285713,1.5428572,4.4142857,1.7285715,1.34,2.0666668,1.6714287,2.2928574,0.92857134,0.47142863,1.1428571,0.87999994
1.5428572,4.4142857,1.7285715,1.34,2.0666668,1.6714287,2.2928574,0.92857134,0.47142863,1.1428571,0.87999994,1.48
4.4142857,1.7285715,1.34,2.0666668,1.6714287,2.2928574,0.92857134,0.47142863,1.1428571,0.87999994,1.48,1.1499999
1.7285715,1.34,2.0666668,1.6714287,2.2928574,0.92857134,0.47142863,1.1428571,0.87999994,1.48,1.1499999,1.75
1.34,2.0666668,1.6714287,2.2928574,0.92857134,0.47142863,1.1428571,0.87999994,1.48,1.1499999,1.75,2.392857
2.0666668,1.6714287,2.2928574,0.92857134,0.47142863,1.1428571,0.87999994,1.48,1.1499999,1.75,2.392857,1.9785715
1.6714287,2.2928574,0.92857134,0.47142863,1.1428571,0.87999994,1.48,1.1499999,1.75,2.392857,1.9785715,1.3714286
2.2928574,0.92857134,0.47142863,1.1428571,0.87999994,1.48,1.1499999,1.75,2.392857,1.9785715,1.3714286,2.4666667
0.92857134,0.47142863,1.1428571,0.87999994,1.48,1.1499999,1.75,2.392857,1.9785715,1.3714286,2.4666667,2.6933331
0.47142863,1.1428571,0.87999994,1.48,1.1499999,1.75,2.392857,1.9785715,1.3714286,2.4666667,2.6933331,0.8928572
1.1428571,0.87999994,1.48,1.1499999,1.75,2.392857,1.9785715,1.3714286,2.4666667,2.6933331,0.8928572,1.1
0.87999994,1.48,1.1499999,1.75,2.392857,1.9785715,1.3714286,2.4666667,2.6933331,0.8928572,1.1,1.7357141
1.48,1.1499999,1.75,2.392857,1.9785715,1.3714286,2.4666667,2.6933331,0.8928572,1.1,1.7357141,0.82142866
1.1499999,1.75,2.392857,1.9785715,1.3714286,2.4666667,2.6933331,0.8928572,1.1,1.7357141,0.82142866,1.8571428
1.75,2.392857,1.9785715,1.3714286,2.4666667,2.6933331,0.8928572,1.1,1.7357141,0.82142866,1.8571428,1.2800001
2.392857,1.9785715,1.3714286,2.4666667,2.6933331,0.8928572,1.1,1.7357141,0.82142866,1.8571428,1.2800001,1.08
1.9785715,1.3714286,2.4666667,2.6933331,0.8928572,1.1,1.7357141,0.82142866,1.8571428,1.2800001,1.08,1.2142857
1.3714286,2.4666667,2.6933331,0.8928572,1.1,1.7357141,0.82142866,1.8571428,1.2800001,1.08,1.2142857,1.0857143
2.4666667,2.6933331,0.8928572,1.1,1.7357141,0.82142866,1.8571428,1.2800001,1.08,1.2142857,1.0857143,1.8785715
2.6933331,0.8928572,1.1,1.7357141,0.82142866,1.8571428,1.2800001,1.08,1.2142857,1.0857143,1.8785715,1.7642859
0.8928572,1.1,1.7357141,0.82142866,1.8571428,1.2800001,1.08,1.2142857,1.0857143,1.8785715,1.7642859,2.7642856
1.1,1.7357141,0.82142866,1.8571428,1.2800001,1.08,1.2142857,1.0857143,1.8785715,1.7642859,2.7642856,2.1933334
1.7357141,0.82142866,1.8571428,1.2800001,1.08,1.2142857,1.0857143,1.8785715,1.7642859,2.7642856,2.1933334,2.04
0.82142866,1.8571428,1.2800001,1.08,1.2142857,1.0857143,1.8785715,1.7642859,2.7642856,2.1933334,2.04,1.5428572
1.8571428,1.2800001,1.08,1.2142857,1.0857143,1.8785715,1.7642859,2.7642856,2.1933334,2.04,1.5428572,2.5142858
1.2800001,1.08,1.2142857,1.0857143,1.8785715,1.7642859,2.7642856,2.1933334,2.04,1.5428572,2.5142858,1.9285716
1.08,1.2142857,1.0857143,1.8785715,1.7642859,2.7642856,2.1933334,2.04,1.5428572,2.5142858,1.9285716,2.3142858
1.2142857,1.0857143,1.8785715,1.7642859,2.7642856,2.1933334,2.04,1.5428572,2.5142858,1.9285716,2.3142858,2.2357144
1.0857143,1.8785715,1.7642859,2.7642856,2.1933334,2.04,1.5428572,2.5142858,1.9285716,2.3142858,2.2357144,1.72
1.8785715,1.7642859,2.7642856,2.1933334,2.04,1.5428572,2.5142858,1.9285716,2.3142858,2.2357144,1.72,2.3733332
1.7642859,2.7642856,2.1933334,2.04,1.5428572,2.5142858,1.9285716,2.3142858,2.2357144,1.72,2.3733332,2.3285716
2.7642856,2.1933334,2.04,1.5428572,2.5142858,1.9285716,2.3142858,2.2357144,1.72,2.3733332,2.3285716,1.9642856
2.1933334,2.04,1.5428572,2.5142858,1.9285716,2.3142858,2.2357144,1.72,2.3733332,2.3285716,1.9642856,2.2
2.04,1.5428572,2.5142858,1.9285716,2.3142858,2.2357144,1.72,2.3733332,2.3285716,1.9642856,2.2,2.257143
1.5428572,2.5142858,1.9285716,2.3142858,2.2357144,1.72,2.3733332,2.3285716,1.9642856,2.2,2.257143,2.3642857
2.5142858,1.9285716,2.3142858,2.2357144,1.72,2.3733332,2.3285716,1.9642856,2.2,2.257143,2.3642857,1.8866667
1.9285716,2.3142858,2.2357144,1.72,2.3733332,2.3285716,1.9642856,2.2,2.257143,2.3642857,1.8866667,3.5266669
2.3142858,2.2357144,1.72,2.3733332,2.3285716,1.9642856,2.2,2.257143,2.3642857,1.8866667,3.5266669,4.407143
2.2357144,1.72,2.3733332,2.3285716,1.9642856,2.2,2.257143,2.3642857,1.8866667,3.5266669,4.407143,2.2642858
1.72,2.3733332,2.3285716,1.9642856,2.2,2.257143,2.3642857,1.8866667,3.5266669,4.407143,2.2642858,2.0071428
2.3733332,2.3285716,1.9642856,2.2,2.257143,2.3642857,1.8866667,3.5266669,4.407143,2.2642858,2.0071428,3.192857
2.3285716,1.9642856,2.2,2.257143,2.3642857,1.8866667,3.5266669,4.407143,2.2642858,2.0071428,3.192857,6.6666665
1.9642856,2.2,2.257143,2.3642857,1.8866667,3.5266669,4.407143,2.2642858,2.0071428,3.192857,6.6666665,5.5199995
2.2,2.257143,2.3642857,1.8866667,3.5266669,4.407143,2.2642858,2.0071428,3.192857,6.6666665,5.5199995,5.7642856
2.257143,2.3642857,1.8866667,3.5266669,4.407143,2.2642858,2.0071428,3.192857,6.6666665,5.5199995,5.7642856,6.8071437
2.3642857,1.8866667,3.5266669,4.407143,2.2642858,2.0071428,3.192857,6.6666665,5.5199995,5.7642856,6.8071437,7.8642855
1.8866667,3.5266669,4.407143,2.2642858,2.0071428,3.192857,6.6666665,5.5199995,5.7642856,6.8071437,7.8642855,4.7999997
3.5266669,4.407143,2.2642858,2.0071428,3.192857,6.6666665,5.5199995,5.7642856,6.8071437,7.8642855,4.7999997,5.914286
4.407143,2.2642858,2.0071428,3.192857,6.6666665,5.5199995,5.7642856,6.8071437,7.8642855,4.7999997,5.914286,2.8399997
2.2642858,2.0071428,3.192857,6.6666665,5.5199995,5.7642856,6.8071437,7.8642855,4.7999997,5.914286,2.8399997,4.9199996
2.0071428,3.192857,6.6666665,5.5199995,5.7642856,6.8071437,7.8642855,4.7999997,5.914286,2.8399997,4.9199996,3.9428573
3.192857,6.6666665,5.5199995,5.7642856,6.8071437,7.8642855,4.7999997,5.914286,2.8399997,4.9199996,3.9428573,3.8214285
6.6666665,5.5199995,5.7642856,6.8071437,7.8642855,4.7999997,5.914286,2.8399997,4.9199996,3.9428573,3.8214285,5.214286
5.5199995,5.7642856,6.8071437,7.8642855,4.7999997,5.914286,2.8399997,4.9199996,3.9428573,3.8214285,5.214286,5.9857144
5.7642856,6.8071437,7.8642855,4.7999997,5.914286,2.8399997,4.9199996,3.9428573,3.8214285,5.214286,5.9857144,5.3285713
6.8071437,7.8642855,4.7999997,5.914286,2.8399997,4.9199996,3.9428573,3.8214285,5.214286,5.9857144,5.3285713,3.9333334
7.8642855,4.7999997,5.914286,2.8399997,4.9199996,3.9428573,3.8214285,5.214286,5.9857144,5.3285713,3.9333334,2.8600001
4.7999997,5.914286,2.8399997,4.9199996,3.9428573,3.8214285,5.214286,5.9857144,5.3285713,3.9333334,2.8600001,2.6785717
5.914286,2.8399997,4.9199996,3.9428573,3.8214285,5.214286,5.9857144,5.3285713,3.9333334,2.8600001,2.6785717,1.4928571
2.8399997,4.9199996,3.9428573,3.8214285,5.214286,5.9857144,5.3285713,3.9333334,2.8600001,2.6785717,1.4928571,1.6142858
4.9199996,3.9428573,3.8214285,5.214286,5.9857144,5.3285713,3.9333334,2.8600001,2.6785717,1.4928571,1.6142858,2.2857141
3.9428573,3.8214285,5.214286,5.9857144,5.3285713,3.9333334,2.8600001,2.6785717,1.4928571,1.6142858,2.2857141,2.0928571
3.8214285,5.214286,5.9857144,5.3285713,3.9333334,2.8600001,2.6785717,1.4928571,1.6142858,2.2857141,2.0928571,1.6800001
5.214286,5.9857144,5.3285713,3.9333334,2.8600001,2.6785717,1.4928571,1.6142858,2.2857141,2.0928571,1.6800001,1.6266668
5.9857144,5.3285713,3.9333334,2.8600001,2.6785717,1.4928571,1.6142858,2.2857141,2.0928571,1.6800001,1.6266668,1.4928571
5.3285713,3.9333334,2.8600001,2.6785717,1.4928571,1.6142858,2.2857141,2.0928571,1.6800001,1.6266668,1.4928571,1.8214287
3.9333334,2.8600001,2.6785717,1.4928571,1.6142858,2.2857141,2.0928571,1.6800001,1.6266668,1.4928571,1.8214287,1.1642857
2.8600001,2.6785717,1.4928571,1.6142858,2.2857141,2.0928571,1.6800001,1.6266668,1.4928571,1.8214287,1.1642857,2.342857
2.6785717,1.4928571,1.6142858,2.2857141,2.0928571,1.6800001,1.6266668,1.4928571,1.8214287,1.1642857,2.342857,1.6214285
1.4928571,1.6142858,2.2857141,2.0928571,1.6800001,1.6266668,1.4928571,1.8214287,1.1642857,2.342857,1.6214285,2.3000002
1.6142858,2.2857141,2.0928571,1.6800001,1.6266668,1.4928571,1.8214287,1.1642857,2.342857,1.6214285,2.3000002,1.4266666
2.2857141,2.0928571,1.6800001,1.6266668,1.4928571,1.8214287,1.1642857,2.342857,1.6214285,2.3000002,1.4266666,2.3714287
2.0928571,1.6800001,1.6266668,1.4928571,1.8214287,1.1642857,2.342857,1.6214285,2.3000002,1.4266666,2.3714287,1.55
1.6800001,1.6266668,1.4928571,1.8214287,1.1642857,2.342857,1.6214285,2.3000002,1.4266666,2.3714287,1.55,1.4214287
1.6266668,1.4928571,1.8214287,1.1642857,2.342857,1.6214285,2.3000002,1.4266666,2.3714287,1.55,1.4214287,1.492857
1.4928571,1.8214287,1.1642857,2.342857,1.6214285,2.3000002,1.4266666,2.3714287,1.55,1.4214287,1.492857,1.5428572
1.8214287,1.1642857,2.342857,1.6214285,2.3000002,1.4266666,2.3714287,1.55,1.4214287,1.492857,1.5428572,2.8600001
1.1642857,2.342857,1.6214285,2.3000002,1.4266666,2.3714287,1.55,1.4214287,1.492857,1.5428572,2.8600001,2.2733335
2.342857,1.6214285,2.3000002,1.4266666,2.3714287,1.55,1.4214287,1.492857,1.5428572,2.8600001,2.2733335,2.9714284
1.6214285,2.3000002,1.4266666,2.3714287,1.55,1.4214287,1.492857,1.5428572,2.8600001,2.2733335,2.9714284,2.6857145
2.3000002,1.4266666,2.3714287,1.55,1.4214287,1.492857,1.5428572,2.8600001,2.2733335,2.9714284,2.6857145,3.8214283
1.4266666,2.3714287,1.55,1.4214287,1.492857,1.5428572,2.8600001,2.2733335,2.9714284,2.6857145,3.8214283,3.5571427
2.3714287,1.55,1.4214287,1.492857,1.5428572,2.8600001,2.2733335,2.9714284,2.6857145,3.8214283,3.5571427,3.9357142
1.55,1.4214287,1.492857,1.5428572,2.8600001,2.2733335,2.9714284,2.6857145,3.8214283,3.5571427,3.9357142,2.3600001
1.4214287,1.492857,1.5428572,2.8600001,2.2733335,2.9714284,2.6857145,3.8214283,3.5571427,3.9357142,2.3600001,3.0733333
1.492857,1.5428572,2.8600001,2.2733335,2.9714284,2.6857145,3.8214283,3.5571427,3.9357142,2.3600001,3.0733333,2.8214288
1.5428572,2.8600001,2.2733335,2.9714284,2.6857145,3.8214283,3.5571427,3.9357142,2.3600001,3.0733333,2.8214288,2.1571429
2.8600001,2.2733335,2.9714284,2.6857145,3.8214283,3.5571427,3.9357142,2.3600001,3.0733333,2.8214288,2.1571429,2.757143
2.2733335,2.9714284,2.6857145,3.8214283,3.5571427,3.9357142,2.3600001,3.0733333,2.8214288,2.1571429,2.757143,2.6928573
2.9714284,2.6857145,3.8214283,3.5571427,3.9357142,2.3600001,3.0733333,2.8214288,2.1571429,2.757143,2.6928573,2.392857
2.6857145,3.8214283,3.5571427,3.9357142,2.3600001,3.0733333,2.8214288,2.1571429,2.757143,2.6928573,2.392857,2.0133333
3.8214283,3.5571427,3.9357142,2.3600001,3.0733333,2.8214288,2.1571429,2.757143,2.6928573,2.392857,2.0133333,2.88
3.5571427,3.9357142,2.3600001,3.0733333,2.8214288,2.1571429,2.757143,2.6928573,2.392857,2.0133333,2.88,2.0285714
3.9357142,2.3600001,3.0733333,2.8214288,2.1571429,2.757143,2.6928573,2.392857,2.0133333,2.88,2.0285714,1.9142854
2.3600001,3.0733333,2.8214288,2.1571429,2.757143,2.6928573,2.392857,2.0133333,2.88,2.0285714,1.9142854,2.0785716
3.0733333,2.8214288,2.1571429,2.757143,2.6928573,2.392857,2.0133333,2.88,2.0285714,1.9142854,2.0785716,1.8642856
2.8214288,2.1571429,2.757143,2.6928573,2.392857,2.0133333,2.88,2.0285714,1.9142854,2.0785716,1.8642856,2.357143
2.1571429,2.757143,2.6928573,2.392857,2.0133333,2.88,2.0285714,1.9142854,2.0785716,1.8642856,2.357143,2.7066665
2.757143,2.6928573,2.392857,2.0133333,2.88,2.0285714,1.9142854,2.0785716,1.8642856,2.357143,2.7066665,2.1
2.6928573,2.392857,2.0133333,2.88,2.0285714,1.9142854,2.0785716,1.8642856,2.357143,2.7066665,2.1,1.7428571
2.392857,2.0133333,2.88,2.0285714,1.9142854,2.0785716,1.8642856,2.357143,2.7066665,2.1,1.7428571,2.885714
2.0133333,2.88,2.0285714,1.9142854,2.0785716,1.8642856,2.357143,2.7066665,2.1,1.7428571,2.885714,2.4357142
2.88,2.0285714,1.9142854,2.0785716,1.8642856,2.357143,2.7066665,2.1,1.7428571,2.885714,2.4357142,1.6357143
2.0285714,1.9142854,2.0785716,1.8642856,2.357143,2.7066665,2.1,1.7428571,2.885714,2.4357142,1.6357143,1.3866667
1.9142854,2.0785716,1.8642856,2.357143,2.7066665,2.1,1.7428571,2.885714,2.4357142,1.6357143,1.3866667,0.7066667
2.0785716,1.8642856,2.357143,2.7066665,2.1,1.7428571,2.885714,2.4357142,1.6357143,1.3866667,0.7066667,1.6999999
1.8642856,2.357143,2.7066665,2.1,1.7428571,2.885714,2.4357142,1.6357143,1.3866667,0.7066667,1.6999999,1.0714285
2.357143,2.7066665,2.1,1.7428571,2.885714,2.4357142,1.6357143,1.3866667,0.7066667,1.6999999,1.0714285,1.9285715
2.7066665,2.1,1.7428571,2.885714,2.4357142,1.6357143,1.3866667,0.7066667,1.6999999,1.0714285,1.9285715,2.5142858
2.1,1.7428571,2.885714,2.4357142,1.6357143,1.3866667,0.7066667,1.6999999,1.0714285,1.9285715,2.5142858,1.1357144
1.7428571,2.885714,2.4357142,1.6357143,1.3866667,0.7066667,1.6999999,1.0714285,1.9285715,2.5142858,1.1357144,2.14
2.885714,2.4357142,1.6357143,1.3866667,0.7066667,1.6999999,1.0714285,1.9285715,2.5142858,1.1357144,2.14,3.0133333
2.4357142,1.6357143,1.3866667,0.7066667,1.6999999,1.0714285,1.9285715,2.5142858,1.1357144,2.14,3.0133333,3.142857
1.6357143,1.3866667,0.7066667,1.6999999,1.0714285,1.9285715,2.5142858,1.1357144,2.14,3.0133333,3.142857,2.5499997
1.3866667,0.7066667,1.6999999,1.0714285,1.9285715,2.5142858,1.1357144,2.14,3.0133333,3.142857,2.5499997,2.964286
0.7066667,1.6999999,1.0714285,1.9285715,2.5142858,1.1357144,2.14,3.0133333,3.142857,2.5499997,2.964286,2.164286
1.6999999,1.0714285,1.9285715,2.5142858,1.1357144,2.14,3.0133333,3.142857,2.5499997,2.964286,2.164286,2.2999997
1.0714285,1.9285715,2.5142858,1.1357144,2.14,3.0133333,3.142857,2.5499997,2.964286,2.164286,2.2999997,2.2666667
1.9285715,2.5142858,1.1357144,2.14,3.0133333,3.142857,2.5499997,2.964286,2.164286,2.2999997,2.2666667,3.3066669
2.5142858,1.1357144,2.14,3.0133333,3.142857,2.5499997,2.964286,2.164286,2.2999997,2.2666667,3.3066669,3.3285713
1.1357144,2.14,3.0133333,3.142857,2.5499997,2.964286,2.164286,2.2999997,2.2666667,3.3066669,3.3285713,3.5142858
2.14,3.0133333,3.142857,2.5499997,2.964286,2.164286,2.2999997,2.2666667,3.3066669,3.3285713,3.5142858,2.1857145
3.0133333,3.142857,2.5499997,2.964286,2.164286,2.2999997,2.2666667,3.3066669,3.3285713,3.5142858,2.1857145,3.0357144
3.142857,2.5499997,2.964286,2.164286,2.2999997,2.2666667,3.3066669,3.3285713,3.5142858,2.1857145,3.0357144,2.5
2.5499997,2.964286,2.164286,2.2999997,2.2666667,3.3066669,3.3285713,3.5142858,2.1857145,3.0357144,2.5,3.3933332
2.964286,2.164286,2.2999997,2.2666667,3.3066669,3.3285713,3.5142858,2.1857145,3.0357144,2.5,3.3933332,6.4999995
2.164286,2.2999997,2.2666667,3.3066669,3.3285713,3.5142858,2.1857145,3.0357144,2.5,3.3933332,6.4999995,5.2999997
2.2999997,2.2666667,3.3066669,3.3285713,3.5142858,2.1857145,3.0357144,2.5,3.3933332,6.4999995,5.2999997,7.578572
2.2666667,3.3066669,3.3285713,3.5142858,2.1857145,3.0357144,2.5,3.3933332,6.4999995,5.2999997,7.578572,8.27857
3.3066669,3.3285713,3.5142858,2.1857145,3.0357144,2.5,3.3933332,6.4999995,5.2999997,7.578572,8.27857,6.964286
3.3285713,3.5142858,2.1857145,3.0357144,2.5,3.3933332,6.4999995,5.2999997,7.578572,8.27857,6.964286,8.178571
3.5142858,2.1857145,3.0357144,2.5,3.3933332,6.4999995,5.2999997,7.578572,8.27857,6.964286,8.178571,6.2799997
2.1857145,3.0357144,2.5,3.3933332,6.4999995,5.2999997,7.578572,8.27857,6.964286,8.178571,6.2799997,7.2
3.0357144,2.5,3.3933332,6.4999995,5.2999997,7.578572,8.27857,6.964286,8.178571,6.2799997,7.2,5.75
2.5,3.3933332,6.4999995,5.2999997,7.578572,8.27857,6.964286,8.178571,6.2799997,7.2,5.75,7.9928575
3.3933332,6.4999995,5.2999997,7.578572,8.27857,6.964286,8.178571,6.2799997,7.2,5.75,7.9928575,9.185714
6.4999995,5.2999997,7.578572,8.27857,6.964286,8.178571,6.2799997,7.2,5.75,7.9928575,9.185714,6.9928575
5.2999997,7.578572,8.27857,6.964286,8.178571,6.2799997,7.2,5.75,7.9928575,9.185714,6.9928575,6.85
7.578572,8.27857,6.964286,8.178571,6.2799997,7.2,5.75,7.9928575,9.185714,6.9928575,6.85,7.2933335
8.27857,6.964286,8.178571,6.2799997,7.2,5.75,7.9928575,9.185714,6.9928575,6.85,7.2933335,7.94
6.964286,8.178571,6.2799997,7.2,5.75,7.9928575,9.185714,6.9928575,6.85,7.2933335,7.94,7.8499994
8.178571,6.2799997,7.2,5.75,7.9928575,9.185714,6.9928575,6.85,7.2933335,7.94,7.8499994,6.3142853
6.2799997,7.2,5.75,7.9928575,9.185714,6.9928575,6.85,7.2933335,7.94,7.8499994,6.3142853,7.321429
7.2,5.75,7.9928575,9.185714,6.9928575,6.85,7.2933335,7.94,7.8499994,6.3142853,7.321429,8.842856
5.75,7.9928575,9.185714,6.9928575,6.85,7.2933335,7.94,7.8499994,6.3142853,7.321429,8.842856,5.8428574
7.9928575,9.185714,6.9928575,6.85,7.2933335,7.94,7.8499994,6.3142853,7.321429,8.842856,5.8428574,7.2333326
9.185714,6.9928575,6.85,7.2933335,7.94,7.8499994,6.3142853,7.321429,8.842856,5.8428574,7.2333326,10.413332
6.9928575,6.85,7.2933335,7.94,7.8499994,6.3142853,7.321429,8.842856,5.8428574,7.2333326,10.413332,6.892857
6.85,7.2933335,7.94,7.8499994,6.3142853,7.321429,8.842856,5.8428574,7.2333326,10.413332,6.892857,5.964286
7.2933335,7.94,7.8499994,6.3142853,7.321429,8.842856,5.8428574,7.2333326,10.413332,6.892857,5.964286,7.621428
