Function,Dimensions,K,window_i,max_restart_proba_i,Reliability,Speed,Range_Left,Range_Right
F10,2,2,10,0.30000000000000004,0.69,154.89,2.0,400.0
F10,2,2,10,0.35000000000000003,0.68,153.11,2.0,398.0
F10,2,2,10,0.4,0.66,156.15,1.0,399.0
F10,2,2,10,0.45,0.69,152.3,4.0,400.0
F10,2,2,10,0.5,0.69,155.58,3.0,400.0
F10,2,2,13,0.0,0.48,113.4,1.0,397.0
F10,2,2,13,0.05,0.56,135.38,2.0,400.0
F10,2,2,13,0.1,0.61,148.68,3.0,400.0
F10,2,2,13,0.15000000000000002,0.63,147.4,1.0,400.0
F10,2,2,13,0.2,0.65,141.94,7.0,399.0
F10,2,2,13,0.25,0.65,147.8,1.0,400.0
F10,2,2,13,0.30000000000000004,0.67,147.95,3.0,399.0
F10,2,2,13,0.35000000000000003,0.68,154.09,4.0,397.0
F10,2,2,13,0.4,0.65,149.27,6.0,398.0
F10,2,2,13,0.45,0.67,144.95,2.0,400.0
F10,2,2,13,0.5,0.67,147.76,2.0,400.0
F11,2,2,1,0.0,0.94,23.81,4.0,45.0
F11,2,2,1,0.05,0.92,26.06,5.0,45.0
F11,2,2,1,0.1,0.91,26.22,4.0,45.0
F11,2,2,1,0.15000000000000002,0.89,25.95,7.0,45.0
F11,2,2,1,0.2,0.9,26.5,5.0,45.0
F11,2,2,1,0.25,0.89,26.39,7.0,45.0
F11,2,2,1,0.30000000000000004,0.9,26.7,4.0,45.0
F11,2,2,1,0.35000000000000003,0.9,26.45,5.0,45.0
F11,2,2,1,0.4,0.91,26.67,6.0,45.0
F11,2,2,1,0.45,0.91,26.33,5.0,45.0
F11,2,2,1,0.5,0.9,26.57,6.0,45.0
F11,2,2,4,0.0,0.91,22.87,6.0,45.0
F11,2,2,4,0.05,0.92,24.31,4.0,45.0
F11,2,2,4,0.1,0.93,24.12,4.0,45.0
F11,2,2,4,0.15000000000000002,0.94,24.2,4.0,45.0
F11,2,2,4,0.2,0.93,25.08,4.0,45.0
F11,2,2,4,0.25,0.93,25.28,3.0,45.0
F11,2,2,4,0.30000000000000004,0.92,25.33,3.0,45.0
F11,2,2,4,0.35000000000000003,0.92,25.16,3.0,45.0
F11,2,2,4,0.4,0.93,25.28,4.0,45.0
F11,2,2,4,0.45,0.93,25.28,5.0,45.0
F11,2,2,4,0.5,0.92,25.13,5.0,45.0
F11,2,2,7,0.0,0.91,22.47,5.0,45.0
F11,2,2,7,0.05,0.92,23.76,6.0,45.0
F11,2,2,7,0.1,0.94,24.62,4.0,45.0
F11,2,2,7,0.15000000000000002,0.92,24.21,5.0,45.0
F11,2,2,7,0.2,0.92,25.2,4.0,45.0
F11,2,2,7,0.25,0.93,25.18,2.0,45.0
F11,2,2,7,0.30000000000000004,0.93,25.18,2.0,45.0
F11,2,2,7,0.35000000000000003,0.91,24.95,5.0,45.0
F11,2,2,7,0.4,0.92,24.94,5.0,45.0
F11,2,2,7,0.45,0.94,25.4,4.0,45.0
F11,2,2,7,0.5,0.93,25.06,3.0,45.0
F11,2,2,10,0.0,0.91,22.57,4.0,45.0
F11,2,2,10,0.05,0.93,23.84,5.0,45.0
F11,2,2,10,0.1,0.92,24.35,6.0,45.0
F11,2,2,10,0.15000000000000002,0.93,24.48,3.0,45.0
F11,2,2,10,0.2,0.93,24.95,4.0,45.0
F11,2,2,10,0.25,0.93,24.99,3.0,45.0
F11,2,2,10,0.30000000000000004,0.93,24.64,1.0,45.0
F11,2,2,10,0.35000000000000003,0.94,24.76,1.0,45.0
F11,2,2,10,0.4,0.93,24.88,5.0,45.0
F11,2,2,10,0.45,0.93,25.3,6.0,45.0
F11,2,2,10,0.5,0.92,25.0,7.0,45.0
F11,2,2,13,0.0,0.91,22.44,3.0,45.0
F11,2,2,13,0.05,0.93,24.08,7.0,45.0
F11,2,2,13,0.1,0.94,24.62,5.0,45.0
F11,2,2,13,0.15000000000000002,0.92,24.99,1.0,45.0
F11,2,2,13,0.2,0.92,24.21,3.0,45.0
F11,2,2,13,0.25,0.93,24.94,4.0,45.0
F11,2,2,13,0.30000000000000004,0.93,24.59,3.0,45.0
F11,2,2,13,0.35000000000000003,0.92,25.25,5.0,45.0
F11,2,2,13,0.4,0.93,24.75,6.0,45.0
F11,2,2,13,0.45,0.93,25.32,4.0,45.0
F11,2,2,13,0.5,0.92,24.85,4.0,45.0
F12,2,2,1,0.0,0.44,11.45,2.0,16.0
F12,2,2,1,0.05,0.45,11.37,1.0,16.0
F12,2,2,1,0.1,0.47,11.44,2.0,16.0
F12,2,2,1,0.15000000000000002,0.49,11.49,2.0,16.0
F12,2,2,1,0.2,0.45,11.2,1.0,16.0
F12,2,2,1,0.25,0.43,11.74,2.0,16.0
F12,2,2,1,0.30000000000000004,0.5,11.63,2.0,16.0
F12,2,2,1,0.35000000000000003,0.47,11.4,1.0,16.0
F12,2,2,1,0.4,0.43,11.4,2.0,16.0
F12,2,2,1,0.45,0.48,11.58,1.0,16.0
F12,2,2,1,0.5,0.41,11.66,1.0,16.0
F12,2,2,4,0.0,0.44,11.55,3.0,16.0
F12,2,2,4,0.05,0.46,11.33,2.0,16.0
F12,2,2,4,0.1,0.47,11.4,1.0,16.0
F12,2,2,4,0.15000000000000002,0.45,11.32,2.0,16.0
F12,2,2,4,0.2,0.45,11.41,1.0,16.0
F12,2,2,4,0.25,0.47,11.34,1.0,16.0
F12,2,2,4,0.30000000000000004,0.48,11.37,2.0,16.0
F12,2,2,4,0.35000000000000003,0.48,11.69,3.0,16.0
F12,2,2,4,0.4,0.43,11.4,2.0,16.0
F12,2,2,4,0.45,0.45,11.78,2.0,16.0
F12,2,2,4,0.5,0.45,11.43,1.0,16.0
F12,2,2,7,0.0,0.45,11.57,1.0,16.0
F12,2,2,7,0.05,0.45,11.53,2.0,16.0
F12,2,2,7,0.1,0.47,11.53,2.0,16.0
F12,2,2,7,0.15000000000000002,0.48,11.53,2.0,16.0
F12,2,2,7,0.2,0.45,11.67,1.0,16.0
F12,2,2,7,0.25,0.48,11.26,1.0,16.0
F12,2,2,7,0.30000000000000004,0.44,11.46,2.0,16.0
F12,2,2,7,0.35000000000000003,0.46,11.2,1.0,16.0
F12,2,2,7,0.4,0.48,11.6,1.0,16.0
F12,2,2,7,0.45,0.44,11.5,3.0,16.0
F12,2,2,7,0.5,0.47,11.2,1.0,16.0
F12,2,2,10,0.0,0.48,11.42,2.0,16.0
F12,2,2,10,0.05,0.44,11.69,2.0,16.0
F12,2,2,10,0.1,0.45,11.3,2.0,16.0
F12,2,2,10,0.15000000000000002,0.47,11.54,2.0,16.0
F12,2,2,10,0.2,0.44,11.52,1.0,16.0
F12,2,2,10,0.25,0.46,11.37,1.0,16.0
F12,2,2,10,0.30000000000000004,0.45,11.37,1.0,16.0
F12,2,2,10,0.35000000000000003,0.48,11.46,2.0,16.0
F12,2,2,10,0.4,0.47,11.55,1.0,16.0
F12,2,2,10,0.45,0.45,11.24,1.0,16.0
F12,2,2,10,0.5,0.48,11.61,2.0,16.0
F12,2,2,13,0.0,0.46,11.55,2.0,16.0
F12,2,2,13,0.05,0.43,11.13,1.0,16.0
F12,2,2,13,0.1,0.48,11.29,2.0,16.0
F12,2,2,13,0.15000000000000002,0.46,11.35,2.0,16.0
F12,2,2,13,0.2,0.47,11.73,1.0,16.0
F12,2,2,13,0.25,0.46,11.1,2.0,16.0
F12,2,2,13,0.30000000000000004,0.46,11.51,2.0,16.0
F12,2,2,13,0.35000000000000003,0.48,11.47,1.0,16.0
F12,2,2,13,0.4,0.47,11.38,1.0,16.0
F12,2,2,13,0.45,0.45,11.32,1.0,16.0
F12,2,2,13,0.5,0.47,11.5,2.0,16.0
F13,2,2,1,0.0,0.68,12.39,1.0,18.0
F13,2,2,1,0.05,0.65,12.19,2.0,18.0
F13,2,2,1,0.1,0.65,12.25,2.0,18.0
F13,2,2,1,0.15000000000000002,0.64,12.5,1.0,18.0
F13,2,2,1,0.2,0.63,12.43,2.0,18.0
F13,2,2,1,0.25,0.63,12.19,1.0,18.0
F13,2,2,1,0.30000000000000004,0.65,12.32,2.0,18.0
F13,2,2,1,0.35000000000000003,0.62,12.48,1.0,18.0
F13,2,2,1,0.4,0.65,12.6,1.0,18.0
F13,2,2,1,0.45,0.67,12.53,2.0,18.0
F13,2,2,1,0.5,0.62,12.07,1.0,18.0
F13,2,2,4,0.0,0.65,12.26,2.0,18.0
F13,2,2,4,0.05,0.63,12.18,1.0,18.0
F13,2,2,4,0.1,0.65,12.51,1.0,18.0
F13,2,2,4,0.15000000000000002,0.67,12.26,2.0,18.0
F13,2,2,4,0.2,0.63,12.41,2.0,18.0
F13,2,2,4,0.25,0.66,12.44,1.0,18.0
F13,2,2,4,0.30000000000000004,0.68,11.97,2.0,18.0
F13,2,2,4,0.35000000000000003,0.63,12.37,2.0,18.0
F13,2,2,4,0.4,0.64,12.09,2.0,18.0
F13,2,2,4,0.45,0.62,12.35,2.0,18.0
F13,2,2,4,0.5,0.63,12.34,2.0,18.0
F13,2,2,7,0.0,0.64,12.08,1.0,18.0
F13,2,2,7,0.05,0.66,12.16,1.0,18.0
F13,2,2,7,0.1,0.65,12.25,1.0,18.0
F13,2,2,7,0.15000000000000002,0.64,12.3,1.0,18.0
F13,2,2,7,0.2,0.64,12.18,1.0,18.0
F13,2,2,7,0.25,0.6,12.25,2.0,18.0
F13,2,2,7,0.30000000000000004,0.65,12.32,1.0,18.0
F13,2,2,7,0.35000000000000003,0.64,12.27,1.0,18.0
F13,2,2,7,0.4,0.64,12.17,1.0,18.0
F13,2,2,7,0.45,0.65,11.92,2.0,18.0
F13,2,2,7,0.5,0.63,12.14,2.0,18.0
F13,2,2,10,0.0,0.67,12.49,1.0,18.0
F13,2,2,10,0.05,0.62,12.56,2.0,18.0
F13,2,2,10,0.1,0.64,12.05,1.0,18.0
F13,2,2,10,0.15000000000000002,0.62,12.01,2.0,18.0
F13,2,2,10,0.2,0.65,12.01,1.0,18.0
F13,2,2,10,0.25,0.61,12.74,1.0,18.0
F13,2,2,10,0.30000000000000004,0.62,12.09,2.0,18.0
F13,2,2,10,0.35000000000000003,0.65,11.98,1.0,18.0
F13,2,2,10,0.4,0.61,12.21,1.0,18.0
F13,2,2,10,0.45,0.65,12.31,2.0,18.0
F13,2,2,10,0.5,0.62,12.25,1.0,18.0
F13,2,2,13,0.0,0.66,12.1,3.0,18.0
F13,2,2,13,0.05,0.64,12.36,1.0,18.0
F13,2,2,13,0.1,0.63,12.44,2.0,18.0
F13,2,2,13,0.15000000000000002,0.64,12.25,1.0,18.0
F13,2,2,13,0.2,0.64,12.34,1.0,18.0
F13,2,2,13,0.25,0.6,12.4,2.0,18.0
F13,2,2,13,0.30000000000000004,0.67,12.19,3.0,18.0
F13,2,2,13,0.35000000000000003,0.62,12.37,1.0,18.0
F13,2,2,13,0.4,0.61,12.17,1.0,18.0
F13,2,2,13,0.45,0.63,12.37,2.0,18.0
F13,2,2,13,0.5,0.64,12.05,2.0,18.0
