Function,Selection,Crossover,Mutation,Pop_Size,Iters,fitness,generation_found,FE
OneMax,proportional,empty,weak,100,200,100.0,158.0,31600.0
OneMax,proportional,empty,weak,100,200,99.0,170.0,34000.0
OneMax,proportional,empty,weak,100,200,100.0,149.0,29800.0
OneMax,proportional,empty,weak,100,200,99.0,164.0,32800.0
OneMax,proportional,empty,weak,100,200,100.0,145.0,29000.0
OneMax,proportional,empty,average,100,200,92.0,,
OneMax,proportional,empty,average,100,200,95.0,,
OneMax,proportional,empty,average,100,200,96.0,,
OneMax,proportional,empty,average,100,200,95.0,,
OneMax,proportional,empty,average,100,200,90.0,,
OneMax,proportional,empty,strong,100,200,82.0,,
OneMax,proportional,empty,strong,100,200,84.0,,
OneMax,proportional,empty,strong,100,200,83.0,,
OneMax,proportional,empty,strong,100,200,82.0,,
OneMax,proportional,empty,strong,100,200,82.0,,
OneMax,proportional,one_point,weak,100,200,100.0,72.0,14400.0
OneMax,proportional,one_point,weak,100,200,100.0,87.0,17400.0
OneMax,proportional,one_point,weak,100,200,100.0,56.0,11200.0
OneMax,proportional,one_point,weak,100,200,100.0,63.0,12600.0
OneMax,proportional,one_point,weak,100,200,100.0,63.0,12600.0
OneMax,proportional,one_point,average,100,200,100.0,83.0,16600.0
OneMax,proportional,one_point,average,100,200,100.0,95.0,19000.0
OneMax,proportional,one_point,average,100,200,99.0,121.0,24200.0
OneMax,proportional,one_point,average,100,200,99.0,89.0,17800.0
OneMax,proportional,one_point,average,100,200,99.0,118.0,23600.0
OneMax,proportional,one_point,strong,100,200,86.0,,
OneMax,proportional,one_point,strong,100,200,88.0,,
OneMax,proportional,one_point,strong,100,200,87.0,,
OneMax,proportional,one_point,strong,100,200,88.0,,
OneMax,proportional,one_point,strong,100,200,87.0,,
OneMax,proportional,two_point,weak,100,200,100.0,49.0,9800.0
OneMax,proportional,two_point,weak,100,200,100.0,54.0,10800.0
OneMax,proportional,two_point,weak,100,200,100.0,46.0,9200.0
OneMax,proportional,two_point,weak,100,200,100.0,64.0,12800.0
OneMax,proportional,two_point,weak,100,200,100.0,50.0,10000.0
OneMax,proportional,two_point,average,100,200,100.0,95.0,19000.0
OneMax,proportional,two_point,average,100,200,100.0,66.0,13200.0
OneMax,proportional,two_point,average,100,200,100.0,77.0,15400.0
OneMax,proportional,two_point,average,100,200,100.0,77.0,15400.0
OneMax,proportional,two_point,average,100,200,100.0,64.0,12800.0
OneMax,proportional,two_point,strong,100,200,87.0,,
OneMax,proportional,two_point,strong,100,200,86.0,,
OneMax,proportional,two_point,strong,100,200,89.0,,
OneMax,proportional,two_point,strong,100,200,88.0,,
OneMax,proportional,two_point,strong,100,200,89.0,,
OneMax,proportional,uniform_2,weak,100,200,100.0,35.0,7000.0
OneMax,proportional,uniform_2,weak,100,200,100.0,37.0,7400.0
OneMax,proportional,uniform_2,weak,100,200,100.0,37.0,7400.0
OneMax,proportional,uniform_2,weak,100,200,100.0,34.0,6800.0
OneMax,proportional,uniform_2,weak,100,200,100.0,40.0,8000.0
OneMax,proportional,uniform_2,average,100,200,100.0,51.0,10200.0
OneMax,proportional,uniform_2,average,100,200,100.0,74.0,14800.0
OneMax,proportional,uniform_2,average,100,200,100.0,59.0,11800.0
OneMax,proportional,uniform_2,average,100,200,100.0,50.0,10000.0
OneMax,proportional,uniform_2,average,100,200,100.0,54.0,10800.0
OneMax,proportional,uniform_2,strong,100,200,89.0,,
OneMax,proportional,uniform_2,strong,100,200,89.0,,
OneMax,proportional,uniform_2,strong,100,200,89.0,,
OneMax,proportional,uniform_2,strong,100,200,91.0,,
OneMax,proportional,uniform_2,strong,100,200,91.0,,
OneMax,proportional,uniform_7,weak,100,200,100.0,32.0,6400.0
OneMax,proportional,uniform_7,weak,100,200,100.0,34.0,6800.0
OneMax,proportional,uniform_7,weak,100,200,100.0,40.0,8000.0
OneMax,proportional,uniform_7,weak,100,200,100.0,34.0,6800.0
OneMax,proportional,uniform_7,weak,100,200,100.0,32.0,6400.0
OneMax,proportional,uniform_7,average,100,200,100.0,54.0,10800.0
OneMax,proportional,uniform_7,average,100,200,100.0,45.0,9000.0
OneMax,proportional,uniform_7,average,100,200,100.0,44.0,8800.0
OneMax,proportional,uniform_7,average,100,200,100.0,60.0,12000.0
OneMax,proportional,uniform_7,average,100,200,100.0,52.0,10400.0
OneMax,proportional,uniform_7,strong,100,200,90.0,,
OneMax,proportional,uniform_7,strong,100,200,92.0,,
OneMax,proportional,uniform_7,strong,100,200,89.0,,
OneMax,proportional,uniform_7,strong,100,200,89.0,,
OneMax,proportional,uniform_7,strong,100,200,90.0,,
OneMax,proportional,uniform_prop_2,weak,100,200,100.0,29.0,5800.0
OneMax,proportional,uniform_prop_2,weak,100,200,100.0,26.0,5200.0
OneMax,proportional,uniform_prop_2,weak,100,200,100.0,24.0,4800.0
OneMax,proportional,uniform_prop_2,weak,100,200,100.0,27.0,5400.0
OneMax,proportional,uniform_prop_2,weak,100,200,100.0,28.0,5600.0
OneMax,proportional,uniform_prop_2,average,100,200,100.0,32.0,6400.0
OneMax,proportional,uniform_prop_2,average,100,200,100.0,38.0,7600.0
OneMax,proportional,uniform_prop_2,average,100,200,100.0,35.0,7000.0
OneMax,proportional,uniform_prop_2,average,100,200,100.0,32.0,6400.0
OneMax,proportional,uniform_prop_2,average,100,200,100.0,35.0,7000.0
OneMax,proportional,uniform_prop_2,strong,100,200,93.0,,
OneMax,proportional,uniform_prop_2,strong,100,200,95.0,,
OneMax,proportional,uniform_prop_2,strong,100,200,95.0,,
OneMax,proportional,uniform_prop_2,strong,100,200,93.0,,
OneMax,proportional,uniform_prop_2,strong,100,200,95.0,,
OneMax,proportional,uniform_prop_7,weak,100,200,100.0,22.0,4400.0
OneMax,proportional,uniform_prop_7,weak,100,200,100.0,20.0,4000.0
OneMax,proportional,uniform_prop_7,weak,100,200,100.0,21.0,4200.0
OneMax,proportional,uniform_prop_7,weak,100,200,100.0,18.0,3600.0
OneMax,proportional,uniform_prop_7,weak,100,200,100.0,21.0,4200.0
OneMax,proportional,uniform_prop_7,average,100,200,100.0,22.0,4400.0
OneMax,proportional,uniform_prop_7,average,100,200,100.0,23.0,4600.0
OneMax,proportional,uniform_prop_7,average,100,200,100.0,30.0,6000.0
OneMax,proportional,uniform_prop_7,average,100,200,100.0,22.0,4400.0
OneMax,proportional,uniform_prop_7,average,100,200,100.0,25.0,5000.0
OneMax,proportional,uniform_prop_7,strong,100,200,97.0,,
OneMax,proportional,uniform_prop_7,strong,100,200,95.0,,
OneMax,proportional,uniform_prop_7,strong,100,200,96.0,,
OneMax,proportional,uniform_prop_7,strong,100,200,96.0,,
OneMax,proportional,uniform_prop_7,strong,100,200,96.0,,
OneMax,proportional,uniform_rank_2,weak,100,200,100.0,25.0,5000.0
OneMax,proportional,uniform_rank_2,weak,100,200,100.0,24.0,4800.0
OneMax,proportional,uniform_rank_2,weak,100,200,100.0,26.0,5200.0
OneMax,proportional,uniform_rank_2,weak,100,200,100.0,28.0,5600.0
OneMax,proportional,uniform_rank_2,weak,100,200,100.0,26.0,5200.0
OneMax,proportional,uniform_rank_2,average,100,200,100.0,32.0,6400.0
OneMax,proportional,uniform_rank_2,average,100,200,100.0,32.0,6400.0
OneMax,proportional,uniform_rank_2,average,100,200,100.0,34.0,6800.0
OneMax,proportional,uniform_rank_2,average,100,200,100.0,40.0,8000.0
OneMax,proportional,uniform_rank_2,average,100,200,100.0,36.0,7200.0
OneMax,proportional,uniform_rank_2,strong,100,200,96.0,,
OneMax,proportional,uniform_rank_2,strong,100,200,95.0,,
OneMax,proportional,uniform_rank_2,strong,100,200,96.0,,
OneMax,proportional,uniform_rank_2,strong,100,200,95.0,,
OneMax,proportional,uniform_rank_2,strong,100,200,95.0,,
OneMax,proportional,uniform_rank_7,weak,100,200,100.0,18.0,3600.0
OneMax,proportional,uniform_rank_7,weak,100,200,100.0,18.0,3600.0
OneMax,proportional,uniform_rank_7,weak,100,200,100.0,17.0,3400.0
OneMax,proportional,uniform_rank_7,weak,100,200,100.0,19.0,3800.0
OneMax,proportional,uniform_rank_7,weak,100,200,100.0,19.0,3800.0
OneMax,proportional,uniform_rank_7,average,100,200,100.0,21.0,4200.0
OneMax,proportional,uniform_rank_7,average,100,200,100.0,20.0,4000.0
OneMax,proportional,uniform_rank_7,average,100,200,100.0,21.0,4200.0
OneMax,proportional,uniform_rank_7,average,100,200,100.0,24.0,4800.0
OneMax,proportional,uniform_rank_7,average,100,200,100.0,19.0,3800.0
OneMax,proportional,uniform_rank_7,strong,100,200,98.0,,
OneMax,proportional,uniform_rank_7,strong,100,200,98.0,,
OneMax,proportional,uniform_rank_7,strong,100,200,98.0,,
OneMax,proportional,uniform_rank_7,strong,100,200,98.0,,
OneMax,proportional,uniform_rank_7,strong,100,200,98.0,,
OneMax,proportional,uniform_tour_3,weak,100,200,100.0,40.0,8000.0
OneMax,proportional,uniform_tour_3,weak,100,200,100.0,38.0,7600.0
OneMax,proportional,uniform_tour_3,weak,100,200,100.0,42.0,8400.0
OneMax,proportional,uniform_tour_3,weak,100,200,100.0,37.0,7400.0
OneMax,proportional,uniform_tour_3,weak,100,200,100.0,40.0,8000.0
OneMax,proportional,uniform_tour_3,average,100,200,100.0,58.0,11600.0
OneMax,proportional,uniform_tour_3,average,100,200,100.0,68.0,13600.0
OneMax,proportional,uniform_tour_3,average,100,200,100.0,79.0,15800.0
OneMax,proportional,uniform_tour_3,average,100,200,100.0,68.0,13600.0
OneMax,proportional,uniform_tour_3,average,100,200,100.0,73.0,14600.0
OneMax,proportional,uniform_tour_3,strong,100,200,91.0,,
OneMax,proportional,uniform_tour_3,strong,100,200,90.0,,
OneMax,proportional,uniform_tour_3,strong,100,200,87.0,,
OneMax,proportional,uniform_tour_3,strong,100,200,89.0,,
OneMax,proportional,uniform_tour_3,strong,100,200,93.0,,
OneMax,proportional,uniform_tour_7,weak,100,200,100.0,42.0,8400.0
OneMax,proportional,uniform_tour_7,weak,100,200,100.0,50.0,10000.0
OneMax,proportional,uniform_tour_7,weak,100,200,100.0,38.0,7600.0
OneMax,proportional,uniform_tour_7,weak,100,200,100.0,37.0,7400.0
OneMax,proportional,uniform_tour_7,weak,100,200,100.0,40.0,8000.0
OneMax,proportional,uniform_tour_7,average,100,200,100.0,61.0,12200.0
OneMax,proportional,uniform_tour_7,average,100,200,100.0,60.0,12000.0
OneMax,proportional,uniform_tour_7,average,100,200,100.0,73.0,14600.0
OneMax,proportional,uniform_tour_7,average,100,200,100.0,54.0,10800.0
OneMax,proportional,uniform_tour_7,average,100,200,100.0,51.0,10200.0
OneMax,proportional,uniform_tour_7,strong,100,200,88.0,,
OneMax,proportional,uniform_tour_7,strong,100,200,87.0,,
OneMax,proportional,uniform_tour_7,strong,100,200,88.0,,
OneMax,proportional,uniform_tour_7,strong,100,200,89.0,,
OneMax,proportional,uniform_tour_7,strong,100,200,89.0,,
OneMax,rank,empty,weak,100,200,100.0,147.0,29400.0
OneMax,rank,empty,weak,100,200,100.0,119.0,23800.0
OneMax,rank,empty,weak,100,200,100.0,130.0,26000.0
OneMax,rank,empty,weak,100,200,100.0,130.0,26000.0
OneMax,rank,empty,weak,100,200,100.0,157.0,31400.0
OneMax,rank,empty,average,100,200,95.0,,
OneMax,rank,empty,average,100,200,94.0,,
OneMax,rank,empty,average,100,200,96.0,,
OneMax,rank,empty,average,100,200,93.0,,
OneMax,rank,empty,average,100,200,96.0,,
OneMax,rank,empty,strong,100,200,85.0,,
OneMax,rank,empty,strong,100,200,84.0,,
OneMax,rank,empty,strong,100,200,87.0,,
OneMax,rank,empty,strong,100,200,81.0,,
OneMax,rank,empty,strong,100,200,82.0,,
OneMax,rank,one_point,weak,100,200,100.0,48.0,9600.0
OneMax,rank,one_point,weak,100,200,100.0,50.0,10000.0
OneMax,rank,one_point,weak,100,200,100.0,52.0,10400.0
OneMax,rank,one_point,weak,100,200,100.0,56.0,11200.0
OneMax,rank,one_point,weak,100,200,100.0,41.0,8200.0
OneMax,rank,one_point,average,100,200,100.0,57.0,11400.0
OneMax,rank,one_point,average,100,200,100.0,59.0,11800.0
OneMax,rank,one_point,average,100,200,100.0,67.0,13400.0
OneMax,rank,one_point,average,100,200,100.0,61.0,12200.0
OneMax,rank,one_point,average,100,200,100.0,67.0,13400.0
OneMax,rank,one_point,strong,100,200,90.0,,
OneMax,rank,one_point,strong,100,200,90.0,,
OneMax,rank,one_point,strong,100,200,91.0,,
OneMax,rank,one_point,strong,100,200,90.0,,
OneMax,rank,one_point,strong,100,200,92.0,,
OneMax,rank,two_point,weak,100,200,100.0,45.0,9000.0
OneMax,rank,two_point,weak,100,200,100.0,40.0,8000.0
OneMax,rank,two_point,weak,100,200,100.0,42.0,8400.0
OneMax,rank,two_point,weak,100,200,100.0,43.0,8600.0
OneMax,rank,two_point,weak,100,200,100.0,41.0,8200.0
OneMax,rank,two_point,average,100,200,100.0,48.0,9600.0
OneMax,rank,two_point,average,100,200,100.0,42.0,8400.0
OneMax,rank,two_point,average,100,200,100.0,46.0,9200.0
OneMax,rank,two_point,average,100,200,100.0,54.0,10800.0
OneMax,rank,two_point,average,100,200,100.0,43.0,8600.0
OneMax,rank,two_point,strong,100,200,92.0,,
OneMax,rank,two_point,strong,100,200,90.0,,
OneMax,rank,two_point,strong,100,200,92.0,,
OneMax,rank,two_point,strong,100,200,91.0,,
OneMax,rank,two_point,strong,100,200,91.0,,
OneMax,rank,uniform_2,weak,100,200,100.0,24.0,4800.0
OneMax,rank,uniform_2,weak,100,200,100.0,28.0,5600.0
OneMax,rank,uniform_2,weak,100,200,100.0,26.0,5200.0
OneMax,rank,uniform_2,weak,100,200,100.0,29.0,5800.0
OneMax,rank,uniform_2,weak,100,200,100.0,22.0,4400.0
OneMax,rank,uniform_2,average,100,200,100.0,32.0,6400.0
OneMax,rank,uniform_2,average,100,200,100.0,34.0,6800.0
OneMax,rank,uniform_2,average,100,200,100.0,34.0,6800.0
OneMax,rank,uniform_2,average,100,200,100.0,33.0,6600.0
OneMax,rank,uniform_2,average,100,200,100.0,34.0,6800.0
OneMax,rank,uniform_2,strong,100,200,94.0,,
OneMax,rank,uniform_2,strong,100,200,92.0,,
OneMax,rank,uniform_2,strong,100,200,93.0,,
OneMax,rank,uniform_2,strong,100,200,94.0,,
OneMax,rank,uniform_2,strong,100,200,93.0,,
OneMax,rank,uniform_7,weak,100,200,100.0,24.0,4800.0
OneMax,rank,uniform_7,weak,100,200,100.0,24.0,4800.0
OneMax,rank,uniform_7,weak,100,200,100.0,22.0,4400.0
OneMax,rank,uniform_7,weak,100,200,100.0,25.0,5000.0
OneMax,rank,uniform_7,weak,100,200,100.0,24.0,4800.0
OneMax,rank,uniform_7,average,100,200,100.0,26.0,5200.0
OneMax,rank,uniform_7,average,100,200,100.0,29.0,5800.0
OneMax,rank,uniform_7,average,100,200,100.0,28.0,5600.0
OneMax,rank,uniform_7,average,100,200,100.0,31.0,6200.0
OneMax,rank,uniform_7,average,100,200,100.0,30.0,6000.0
OneMax,rank,uniform_7,strong,100,200,95.0,,
OneMax,rank,uniform_7,strong,100,200,95.0,,
OneMax,rank,uniform_7,strong,100,200,94.0,,
OneMax,rank,uniform_7,strong,100,200,94.0,,
OneMax,rank,uniform_7,strong,100,200,96.0,,
OneMax,rank,uniform_prop_2,weak,100,200,100.0,21.0,4200.0
OneMax,rank,uniform_prop_2,weak,100,200,100.0,25.0,5000.0
OneMax,rank,uniform_prop_2,weak,100,200,100.0,21.0,4200.0
OneMax,rank,uniform_prop_2,weak,100,200,100.0,25.0,5000.0
OneMax,rank,uniform_prop_2,weak,100,200,100.0,26.0,5200.0
OneMax,rank,uniform_prop_2,average,100,200,100.0,30.0,6000.0
OneMax,rank,uniform_prop_2,average,100,200,100.0,31.0,6200.0
OneMax,rank,uniform_prop_2,average,100,200,100.0,33.0,6600.0
OneMax,rank,uniform_prop_2,average,100,200,100.0,25.0,5000.0
OneMax,rank,uniform_prop_2,average,100,200,100.0,27.0,5400.0
OneMax,rank,uniform_prop_2,strong,100,200,95.0,,
OneMax,rank,uniform_prop_2,strong,100,200,96.0,,
OneMax,rank,uniform_prop_2,strong,100,200,97.0,,
OneMax,rank,uniform_prop_2,strong,100,200,96.0,,
OneMax,rank,uniform_prop_2,strong,100,200,95.0,,
OneMax,rank,uniform_prop_7,weak,100,200,100.0,19.0,3800.0
OneMax,rank,uniform_prop_7,weak,100,200,100.0,18.0,3600.0
OneMax,rank,uniform_prop_7,weak,100,200,100.0,17.0,3400.0
OneMax,rank,uniform_prop_7,weak,100,200,100.0,17.0,3400.0
OneMax,rank,uniform_prop_7,weak,100,200,100.0,18.0,3600.0
OneMax,rank,uniform_prop_7,average,100,200,100.0,21.0,4200.0
OneMax,rank,uniform_prop_7,average,100,200,100.0,19.0,3800.0
OneMax,rank,uniform_prop_7,average,100,200,100.0,18.0,3600.0
OneMax,rank,uniform_prop_7,average,100,200,100.0,19.0,3800.0
OneMax,rank,uniform_prop_7,average,100,200,100.0,18.0,3600.0
OneMax,rank,uniform_prop_7,strong,100,200,98.0,,
OneMax,rank,uniform_prop_7,strong,100,200,97.0,,
OneMax,rank,uniform_prop_7,strong,100,200,98.0,,
OneMax,rank,uniform_prop_7,strong,100,200,98.0,,
OneMax,rank,uniform_prop_7,strong,100,200,97.0,,
OneMax,rank,uniform_rank_2,weak,100,200,100.0,20.0,4000.0
OneMax,rank,uniform_rank_2,weak,100,200,100.0,21.0,4200.0
OneMax,rank,uniform_rank_2,weak,100,200,100.0,21.0,4200.0
OneMax,rank,uniform_rank_2,weak,100,200,100.0,21.0,4200.0
OneMax,rank,uniform_rank_2,weak,100,200,100.0,23.0,4600.0
OneMax,rank,uniform_rank_2,average,100,200,100.0,25.0,5000.0
OneMax,rank,uniform_rank_2,average,100,200,100.0,25.0,5000.0
OneMax,rank,uniform_rank_2,average,100,200,100.0,28.0,5600.0
OneMax,rank,uniform_rank_2,average,100,200,100.0,26.0,5200.0
OneMax,rank,uniform_rank_2,average,100,200,100.0,27.0,5400.0
OneMax,rank,uniform_rank_2,strong,100,200,96.0,,
OneMax,rank,uniform_rank_2,strong,100,200,95.0,,
OneMax,rank,uniform_rank_2,strong,100,200,96.0,,
OneMax,rank,uniform_rank_2,strong,100,200,95.0,,
OneMax,rank,uniform_rank_2,strong,100,200,98.0,,
OneMax,rank,uniform_rank_7,weak,100,200,100.0,14.0,2800.0
OneMax,rank,uniform_rank_7,weak,100,200,100.0,18.0,3600.0
OneMax,rank,uniform_rank_7,weak,100,200,100.0,16.0,3200.0
OneMax,rank,uniform_rank_7,weak,100,200,100.0,17.0,3400.0
OneMax,rank,uniform_rank_7,weak,100,200,100.0,16.0,3200.0
OneMax,rank,uniform_rank_7,average,100,200,100.0,20.0,4000.0
OneMax,rank,uniform_rank_7,average,100,200,100.0,19.0,3800.0
OneMax,rank,uniform_rank_7,average,100,200,100.0,19.0,3800.0
OneMax,rank,uniform_rank_7,average,100,200,100.0,17.0,3400.0
OneMax,rank,uniform_rank_7,average,100,200,100.0,18.0,3600.0
OneMax,rank,uniform_rank_7,strong,100,200,99.0,67.0,13400.0
OneMax,rank,uniform_rank_7,strong,100,200,98.0,,
OneMax,rank,uniform_rank_7,strong,100,200,99.0,157.0,31400.0
OneMax,rank,uniform_rank_7,strong,100,200,99.0,95.0,19000.0
OneMax,rank,uniform_rank_7,strong,100,200,100.0,53.0,10600.0
OneMax,rank,uniform_tour_3,weak,100,200,100.0,32.0,6400.0
OneMax,rank,uniform_tour_3,weak,100,200,100.0,29.0,5800.0
OneMax,rank,uniform_tour_3,weak,100,200,100.0,31.0,6200.0
OneMax,rank,uniform_tour_3,weak,100,200,100.0,29.0,5800.0
OneMax,rank,uniform_tour_3,weak,100,200,100.0,31.0,6200.0
OneMax,rank,uniform_tour_3,average,100,200,100.0,29.0,5800.0
OneMax,rank,uniform_tour_3,average,100,200,100.0,40.0,8000.0
OneMax,rank,uniform_tour_3,average,100,200,100.0,39.0,7800.0
OneMax,rank,uniform_tour_3,average,100,200,100.0,39.0,7800.0
OneMax,rank,uniform_tour_3,average,100,200,100.0,35.0,7000.0
OneMax,rank,uniform_tour_3,strong,100,200,93.0,,
OneMax,rank,uniform_tour_3,strong,100,200,93.0,,
OneMax,rank,uniform_tour_3,strong,100,200,95.0,,
OneMax,rank,uniform_tour_3,strong,100,200,92.0,,
OneMax,rank,uniform_tour_3,strong,100,200,92.0,,
OneMax,rank,uniform_tour_7,weak,100,200,100.0,31.0,6200.0
OneMax,rank,uniform_tour_7,weak,100,200,100.0,27.0,5400.0
OneMax,rank,uniform_tour_7,weak,100,200,100.0,28.0,5600.0
OneMax,rank,uniform_tour_7,weak,100,200,100.0,29.0,5800.0
OneMax,rank,uniform_tour_7,weak,100,200,100.0,28.0,5600.0
OneMax,rank,uniform_tour_7,average,100,200,100.0,36.0,7200.0
OneMax,rank,uniform_tour_7,average,100,200,100.0,45.0,9000.0
OneMax,rank,uniform_tour_7,average,100,200,100.0,37.0,7400.0
OneMax,rank,uniform_tour_7,average,100,200,100.0,41.0,8200.0
OneMax,rank,uniform_tour_7,average,100,200,100.0,31.0,6200.0
OneMax,rank,uniform_tour_7,strong,100,200,94.0,,
OneMax,rank,uniform_tour_7,strong,100,200,93.0,,
OneMax,rank,uniform_tour_7,strong,100,200,94.0,,
OneMax,rank,uniform_tour_7,strong,100,200,93.0,,
OneMax,rank,uniform_tour_7,strong,100,200,95.0,,
OneMax,tournament_3,empty,weak,100,200,100.0,96.0,19200.0
OneMax,tournament_3,empty,weak,100,200,100.0,88.0,17600.0
OneMax,tournament_3,empty,weak,100,200,100.0,84.0,16800.0
OneMax,tournament_3,empty,weak,100,200,100.0,97.0,19400.0
OneMax,tournament_3,empty,weak,100,200,100.0,103.0,20600.0
OneMax,tournament_3,empty,average,100,200,100.0,102.0,20400.0
OneMax,tournament_3,empty,average,100,200,100.0,96.0,19200.0
OneMax,tournament_3,empty,average,100,200,100.0,77.0,15400.0
OneMax,tournament_3,empty,average,100,200,100.0,107.0,21400.0
OneMax,tournament_3,empty,average,100,200,100.0,95.0,19000.0
OneMax,tournament_3,empty,strong,100,200,89.0,,
OneMax,tournament_3,empty,strong,100,200,90.0,,
OneMax,tournament_3,empty,strong,100,200,90.0,,
OneMax,tournament_3,empty,strong,100,200,92.0,,
OneMax,tournament_3,empty,strong,100,200,88.0,,
OneMax,tournament_3,one_point,weak,100,200,100.0,40.0,8000.0
OneMax,tournament_3,one_point,weak,100,200,100.0,49.0,9800.0
OneMax,tournament_3,one_point,weak,100,200,100.0,45.0,9000.0
OneMax,tournament_3,one_point,weak,100,200,100.0,33.0,6600.0
OneMax,tournament_3,one_point,weak,100,200,100.0,32.0,6400.0
OneMax,tournament_3,one_point,average,100,200,100.0,31.0,6200.0
OneMax,tournament_3,one_point,average,100,200,100.0,37.0,7400.0
OneMax,tournament_3,one_point,average,100,200,100.0,38.0,7600.0
OneMax,tournament_3,one_point,average,100,200,100.0,35.0,7000.0
OneMax,tournament_3,one_point,average,100,200,100.0,31.0,6200.0
OneMax,tournament_3,one_point,strong,100,200,97.0,,
OneMax,tournament_3,one_point,strong,100,200,95.0,,
OneMax,tournament_3,one_point,strong,100,200,96.0,,
OneMax,tournament_3,one_point,strong,100,200,97.0,,
OneMax,tournament_3,one_point,strong,100,200,96.0,,
OneMax,tournament_3,two_point,weak,100,200,100.0,32.0,6400.0
OneMax,tournament_3,two_point,weak,100,200,100.0,28.0,5600.0
OneMax,tournament_3,two_point,weak,100,200,100.0,30.0,6000.0
OneMax,tournament_3,two_point,weak,100,200,100.0,32.0,6400.0
OneMax,tournament_3,two_point,weak,100,200,100.0,28.0,5600.0
OneMax,tournament_3,two_point,average,100,200,100.0,35.0,7000.0
OneMax,tournament_3,two_point,average,100,200,100.0,35.0,7000.0
OneMax,tournament_3,two_point,average,100,200,100.0,34.0,6800.0
OneMax,tournament_3,two_point,average,100,200,100.0,30.0,6000.0
OneMax,tournament_3,two_point,average,100,200,100.0,34.0,6800.0
OneMax,tournament_3,two_point,strong,100,200,96.0,,
OneMax,tournament_3,two_point,strong,100,200,97.0,,
OneMax,tournament_3,two_point,strong,100,200,96.0,,
OneMax,tournament_3,two_point,strong,100,200,97.0,,
OneMax,tournament_3,two_point,strong,100,200,95.0,,
OneMax,tournament_3,uniform_2,weak,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_2,weak,100,200,100.0,19.0,3800.0
OneMax,tournament_3,uniform_2,weak,100,200,100.0,19.0,3800.0
OneMax,tournament_3,uniform_2,weak,100,200,100.0,19.0,3800.0
OneMax,tournament_3,uniform_2,weak,100,200,100.0,20.0,4000.0
OneMax,tournament_3,uniform_2,average,100,200,100.0,20.0,4000.0
OneMax,tournament_3,uniform_2,average,100,200,100.0,24.0,4800.0
OneMax,tournament_3,uniform_2,average,100,200,100.0,21.0,4200.0
OneMax,tournament_3,uniform_2,average,100,200,100.0,23.0,4600.0
OneMax,tournament_3,uniform_2,average,100,200,100.0,20.0,4000.0
OneMax,tournament_3,uniform_2,strong,100,200,97.0,,
OneMax,tournament_3,uniform_2,strong,100,200,98.0,,
OneMax,tournament_3,uniform_2,strong,100,200,97.0,,
OneMax,tournament_3,uniform_2,strong,100,200,98.0,,
OneMax,tournament_3,uniform_2,strong,100,200,98.0,,
OneMax,tournament_3,uniform_7,weak,100,200,100.0,16.0,3200.0
OneMax,tournament_3,uniform_7,weak,100,200,100.0,15.0,3000.0
OneMax,tournament_3,uniform_7,weak,100,200,100.0,14.0,2800.0
OneMax,tournament_3,uniform_7,weak,100,200,100.0,15.0,3000.0
OneMax,tournament_3,uniform_7,weak,100,200,100.0,14.0,2800.0
OneMax,tournament_3,uniform_7,average,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_7,average,100,200,100.0,17.0,3400.0
OneMax,tournament_3,uniform_7,average,100,200,100.0,17.0,3400.0
OneMax,tournament_3,uniform_7,average,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_7,average,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_7,strong,100,200,100.0,192.0,38400.0
OneMax,tournament_3,uniform_7,strong,100,200,99.0,80.0,16000.0
OneMax,tournament_3,uniform_7,strong,100,200,99.0,79.0,15800.0
OneMax,tournament_3,uniform_7,strong,100,200,99.0,152.0,30400.0
OneMax,tournament_3,uniform_7,strong,100,200,98.0,,
OneMax,tournament_3,uniform_prop_2,weak,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_prop_2,weak,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_prop_2,weak,100,200,100.0,16.0,3200.0
OneMax,tournament_3,uniform_prop_2,weak,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_prop_2,weak,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_prop_2,average,100,200,100.0,21.0,4200.0
OneMax,tournament_3,uniform_prop_2,average,100,200,100.0,20.0,4000.0
OneMax,tournament_3,uniform_prop_2,average,100,200,100.0,21.0,4200.0
OneMax,tournament_3,uniform_prop_2,average,100,200,100.0,18.0,3600.0
OneMax,tournament_3,uniform_prop_2,average,100,200,100.0,22.0,4400.0
OneMax,tournament_3,uniform_prop_2,strong,100,200,99.0,154.0,30800.0
OneMax,tournament_3,uniform_prop_2,strong,100,200,98.0,,
OneMax,tournament_3,uniform_prop_2,strong,100,200,98.0,,
OneMax,tournament_3,uniform_prop_2,strong,100,200,98.0,,
OneMax,tournament_3,uniform_prop_2,strong,100,200,99.0,91.0,18200.0
OneMax,tournament_3,uniform_prop_7,weak,100,200,100.0,12.0,2400.0
OneMax,tournament_3,uniform_prop_7,weak,100,200,100.0,14.0,2800.0
